Date,Close
2024-03-20,453.4761047363281
2024-03-21,450.3357238769531
2024-03-22,451.5495300292969
2024-03-25,452.0986328125
2024-03-26,452.6669616699219
2024-03-27,459.8435363769531
2024-03-28,461.0958557128906
2024-04-01,454.0541076660156
2024-04-02,449.2471923828125
2024-04-03,440.240234375
2024-04-04,442.6197204589844
2024-04-05,437.8224182128906
2024-04-08,439.6141052246094
2024-04-09,437.9765319824219
2024-04-10,441.1072692871094
2024-04-11,441.0301818847656
2024-04-12,439.373291015625
2024-04-15,434.730224609375
2024-04-16,433.82464599609375
2024-04-17,435.4623107910156
2024-04-18,435.89581298828125
2024-04-19,445.60589599609375
2024-04-22,453.6976623535156
2024-04-23,457.2619323730469
2024-04-24,457.15594482421875
2024-04-25,470.15093994140625
2024-04-26,462.8201904296875
2024-04-29,468.3785095214844
2024-04-30,467.23211669921875
2024-05-01,468.5229797363281
2024-05-02,457.5701904296875
2024-05-03,451.8770446777344
2024-05-06,451.65545654296875
2024-05-07,456.36602783203125
2024-05-08,454.3045654296875
2024-05-09,456.0577392578125
2024-05-10,457.3775329589844
2024-05-13,459.1596374511719
2024-05-14,456.6742858886719
2024-05-15,452.4164733886719
2024-05-16,453.4183044433594
2024-05-17,452.965576171875
2024-05-20,451.7325744628906
2024-05-21,454.58392333984375
2024-05-22,457.2715148925781
2024-05-23,450.0660400390625
2024-05-24,451.3045349121094
2024-05-28,440.7289733886719
2024-05-29,431.9144287109375
2024-05-30,432.0401306152344
2024-05-31,436.1523132324219
2024-06-03,434.759033203125
2024-06-04,433.84954833984375
2024-06-05,428.0246887207031
2024-06-06,430.3565673828125
2024-06-07,425.7702331542969
2024-06-10,421.6387634277344
2024-06-11,415.8817138671875
2024-06-12,413.2983093261719
2024-06-13,409.6893005371094
2024-06-14,410.3375244140625
2024-06-17,415.843017578125
2024-06-18,412.0210876464844
2024-06-20,420.39056396484375
2024-06-21,418.07806396484375
2024-06-24,416.70416259765625
2024-06-25,414.58514404296875
2024-06-26,417.4975280761719
2024-06-27,420.8066711425781
2024-06-28,421.81292724609375
2024-07-01,420.89373779296875
2024-07-02,423.1868896484375
2024-07-03,422.9159851074219
2024-07-05,420.6324768066406
2024-07-08,416.29779052734375
2024-07-09,409.9892272949219
2024-07-10,412.41778564453125
2024-07-11,418.01031494140625
2024-07-12,418.22320556640625
2024-07-15,417.91363525390625
2024-07-16,421.04852294921875
2024-07-17,425.8960876464844
2024-07-18,425.3542175292969
2024-07-19,423.7384033203125
2024-07-22,423.8932189941406
2024-07-23,427.9570007324219
2024-07-24,427.7828369140625
2024-07-25,455.3102722167969
2024-07-26,464.7247314453125
2024-07-29,461.8123474121094
2024-07-30,470.9461975097656
2024-07-31,468.6143798828125
2024-08-01,477.3612060546875
2024-08-02,478.51263427734375
2024-08-05,476.6549377441406
2024-08-06,470.7527160644531
2024-08-07,473.8682556152344
2024-08-08,475.38739013671875
2024-08-09,478.3094482421875
2024-08-12,485.39208984375
2024-08-13,486.0887145996094
2024-08-14,488.623779296875
2024-08-15,487.36590576171875
2024-08-16,490.22991943359375
2024-08-19,488.4979248046875
2024-08-20,491.5651550292969
2024-08-21,490.4234313964844
2024-08-22,493.1036071777344
2024-08-23,492.82305908203125
2024-08-26,495.396728515625
2024-08-27,495.82244873046875
2024-08-28,496.9061584472656
2024-08-29,502.5084228515625
2024-08-30,506.2433166503906
2024-09-03,507.73919677734375
2024-09-04,508.7008972167969
2024-09-05,504.5335998535156
2024-09-06,500.2691650390625
2024-09-09,509.2157287597656
2024-09-10,505.09698486328125
2024-09-11,501.17254638671875
2024-09-12,503.7078552246094
2024-09-13,504.91241455078125
