Date,Close
2024-03-20,269.2682800292969
2024-03-21,268.1151428222656
2024-03-22,267.94366455078125
2024-03-25,265.8660888671875
2024-03-26,265.26568603515625
2024-03-27,268.6488342285156
2024-03-28,269.2110900878906
2024-04-01,277.8452453613281
2024-04-02,276.8827209472656
2024-04-03,277.9786682128906
2024-04-04,279.43670654296875
2024-04-05,281.3045654296875
2024-04-08,279.3509521484375
2024-04-09,275.2626037597656
2024-04-10,276.40625
2024-04-11,275.3336181640625
2024-04-12,275.68792724609375
2024-04-15,272.70001220703125
2024-04-16,273.2266845703125
2024-04-17,272.4222412109375
2024-04-18,273.1979675292969
2024-04-19,276.40625
2024-04-22,278.98236083984375
2024-04-23,280.33270263671875
2024-04-24,269.2140197753906
2024-04-25,272.8436279296875
2024-04-26,272.3743896484375
2024-04-29,275.6113586425781
2024-04-30,274.9409484863281
2024-05-01,274.4046630859375
2024-05-02,275.1995544433594
2024-05-03,275.946533203125
2024-05-06,279.0494079589844
2024-05-07,280.9552001953125
2024-05-08,280.3518371582031
2024-05-09,283.4451904296875
2024-05-10,283.8952941894531
2024-05-13,281.1084289550781
2024-05-14,281.61602783203125
2024-05-15,282.12353515625
2024-05-16,283.2344665527344
2024-05-17,286.3660583496094
2024-05-20,287.52490234375
2024-05-21,284.4890441894531
2024-05-22,285.3988342285156
2024-05-23,283.97186279296875
2024-05-24,286.9407043457031
2024-05-28,284.7571716308594
2024-05-29,281.0605773925781
2024-05-30,283.55047607421875
2024-05-31,287.0843200683594
2024-06-03,285.6382751464844
2024-06-04,284.7380065917969
2024-06-05,286.7778625488281
2024-06-06,285.6478576660156
2024-06-07,286.48101806640625
2024-06-10,282.2097473144531
2024-06-11,280.265625
2024-06-12,281.88409423828125
2024-06-13,280.14111328125
2024-06-14,279.4324645996094
2024-06-17,281.3957214355469
2024-06-18,285.3892517089844
2024-06-20,286.9502868652344
2024-06-21,285.628662109375
2024-06-24,285.8968505859375
2024-06-25,282.7843017578125
2024-06-26,282.06610107421875
2024-06-27,280.1220397949219
2024-06-28,277.8619079589844
2024-07-01,275.68792724609375
2024-07-02,273.7151184082031
2024-07-03,272.8244934082031
2024-07-05,271.11126708984375
2024-07-08,269.9466552734375
2024-07-09,269.0226745605469
2024-07-10,271.3326416015625
2024-07-11,273.48858642578125
2024-07-12,273.2383728027344
2024-07-15,274.7109375
2024-07-16,280.6494445800781
2024-07-17,281.0343933105469
2024-07-18,282.266357421875
2024-07-19,277.4058532714844
2024-07-22,280.2837219238281
2024-07-23,283.4117126464844
2024-07-24,273.98907470703125
2024-07-25,280.0623474121094
2024-07-26,279.50408935546875
2024-07-29,278.6282043457031
2024-07-30,282.01611328125
2024-07-31,287.5022888183594
2024-08-01,282.43963623046875
2024-08-02,281.41943359375
2024-08-05,275.1728820800781
2024-08-06,274.6724548339844
2024-08-07,276.395263671875
2024-08-08,279.88909912109375
2024-08-09,281.99688720703125
2024-08-12,280.2740478515625
2024-08-13,281.236572265625
2024-08-14,282.7091369628906
2024-08-15,284.8458557128906
2024-08-16,285.4618225097656
2024-08-19,284.509033203125
2024-08-20,284.701416015625
2024-08-21,283.0363464355469
2024-08-22,282.43963623046875
2024-08-23,280.5146789550781
2024-08-26,280.08154296875
2024-08-27,279.31158447265625
2024-08-28,285.50994873046875
2024-08-29,286.6552734375
2024-08-30,288.1278991699219
2024-09-03,283.8544921875
2024-09-04,283.305908203125
2024-09-05,286.1355895996094
2024-09-06,281.7947998046875
2024-09-09,290.2453308105469
2024-09-10,291.0538330078125
2024-09-11,288.3492736816406
2024-09-12,289.38873291015625
2024-09-13,293.36376953125
2024-09-16,296.0105285644531
2024-09-17,292.4494323730469
2024-09-18,291.03460693359375
2024-09-19,293.2964172363281
2024-09-20,295.35614013671875
2024-09-23,296.5303039550781
2024-09-24,293.2386779785156
