Date,Close,Volume
2024-03-20,107.7902603149414,2195300
2024-03-21,108.3483657836914,2410900
2024-03-22,108.20401763916016,1479300
2024-03-25,107.51122283935547,1435900
2024-03-26,107.722900390625,1812800
2024-03-27,109.16626739501953,1937300
2024-03-28,109.13740539550781,2322600
2024-04-01,109.25287628173828,2057200
2024-04-02,108.9930648803711,1964400
2024-04-03,109.25287628173828,1981800
2024-04-04,108.77175903320312,1888400
2024-04-05,110.21512603759766,1693800
2024-04-08,110.34019470214844,1775600
2024-04-09,109.9360580444336,1877500
2024-04-10,109.7724838256836,2012900
2024-04-11,109.2336196899414,1673000
2024-04-12,108.39647674560547,1981100
2024-04-15,107.54008483886719,1708500
2024-04-16,107.2802734375,2326200
2024-04-17,105.66370391845703,2317300
2024-04-18,105.18257904052734,1677900
2024-04-19,104.48016357421875,2107900
2024-04-22,104.52826690673828,2448900
2024-04-23,105.6252212524414,2081900
2024-04-24,105.48088073730469,1876700
2024-04-25,105.4616470336914,1640100
2024-04-26,105.74069213867188,1364500
2024-04-29,105.61560821533203,2057900
2024-04-30,103.71036529541016,3962900
2024-05-01,102.43058013916016,3875200
2024-05-02,102.39208984375,3587700
2024-05-03,102.51718139648438,5925900
2024-05-06,102.22850036621094,7467900
2024-05-07,103.34471130371094,6898500
2024-05-08,108.39647674560547,6172800
2024-05-09,111.2254638671875,4983100
2024-05-10,111.18698120117188,2422500
2024-05-13,110.48452758789062,1857200
2024-05-14,110.03228759765625,1514900
2024-05-15,110.48452758789062,1948900
2024-05-16,109.05872344970703,1927700
2024-05-17,109.1167221069336,1619700
2024-05-20,109.90937805175781,1852500
2024-05-21,109.90937805175781,2357300
2024-05-22,110.85670471191406,1931100
2024-05-23,108.7397232055664,2642700
2024-05-24,109.63871765136719,1345000
2024-05-28,108.31437683105469,2257400
2024-05-29,107.22205352783203,1831600
2024-05-30,107.20272064208984,2051300
2024-05-31,108.42072296142578,4318100
2024-06-03,105.39507293701172,2870300
2024-06-04,103.30707550048828,3012900
2024-06-05,104.67008209228516,2030200
2024-06-06,102.43709564208984,2385000
2024-06-07,104.38008117675781,3173700
2024-06-10,105.10507202148438,1871400
2024-06-11,104.02241516113281,1566500
2024-06-12,104.88274383544922,2109700
2024-06-13,104.91173553466797,1865700
2024-06-14,102.91075897216797,1829200
2024-06-17,103.79041290283203,2017300
2024-06-18,105.05674743652344,2078200
2024-06-20,104.53473663330078,1984600
2024-06-21,104.79573822021484,3029100
2024-06-24,105.67539978027344,2043900
2024-06-25,104.27374267578125,2004300
2024-06-26,102.58209228515625,2500500
2024-06-27,104.67974853515625,3472900
2024-06-28,106.4874038696289,4756200
2024-07-01,104.44774627685547,2422300
2024-07-02,105.6270751953125,2474900
2024-07-03,105.90740203857422,1074800
2024-07-05,105.81073760986328,1468600
2024-07-08,106.30374145507812,1510900
2024-07-09,105.93639373779297,1266700
2024-07-10,107.78272247314453,1877700
2024-07-11,110.34437561035156,2235900
2024-07-12,110.76970672607422,2082600
2024-07-15,113.07036590576172,2694400
2024-07-16,114.90702056884766,2423700
2024-07-17,114.30768585205078,3751200
2024-07-18,112.65470123291016,4304000
2024-07-19,111.82337188720703,2657800
2024-07-22,113.90169525146484,2424100
2024-07-23,113.69869995117188,1403300
2024-07-24,110.27671813964844,2151300
2024-07-25,110.76970672607422,2127200
2024-07-26,112.9447021484375,1488600
2024-07-29,113.87268829345703,1905000
2024-07-30,111.84270477294922,3039400
2024-07-31,113.20569610595703,2020000
2024-08-01,109.3197021484375,2533500
2024-08-02,105.5690689086914,3194500
2024-08-05,102.84308624267578,2618600
2024-08-06,104.1867446899414,3020300
2024-08-07,96.2214584350586,8060500
2024-08-08,101.1224365234375,4877100
2024-08-09,100.23310852050781,3644600
2024-08-12,99.63377380371094,2542900
2024-08-13,100.62944030761719,2598600
2024-08-14,100.0397720336914,3921000
2024-08-15,100.8131103515625,3309700
2024-08-16,100.15729522705078,3416300
2024-08-19,100.88595581054688,1761800
2024-08-20,100.18646240234375,2500500
2024-08-21,101.06083679199219,2262000
2024-08-22,101.39117431640625,2419800
2024-08-23,101.66320037841797,2774400
2024-08-26,101.92552947998047,1773300
2024-08-27,100.9053955078125,1586600
2024-08-28,100.95397186279297,2414800
