Date,Close,Volume
2024-03-20,363.01806640625,2877600
2024-03-21,329.2296142578125,9574800
2024-03-22,322.0444641113281,5899600
2024-03-25,318.5330505371094,5320000
2024-03-26,320.98529052734375,3006500
2024-03-27,325.3269348144531,3295200
2024-03-28,330.73724365234375,3614900
2024-04-01,323.63800048828125,2320200
2024-04-02,321.05206298828125,2453300
2024-04-03,317.0635070800781,1975700
2024-04-04,315.3363952636719,2273000
2024-04-05,317.7505798339844,3694700
2024-04-08,316.6054992675781,2431900
2024-04-09,319.13409423828125,2416600
2024-04-10,310.742919921875,2156700
2024-04-11,311.4996643066406,2204200
2024-04-12,302.1217956542969,4207900
2024-04-15,300.0815124511719,2997900
2024-04-16,300.7232971191406,2900300
2024-04-17,301.2979736328125,2760000
2024-04-18,302.696533203125,3025100
2024-04-19,303.5395202636719,3381500
2024-04-22,304.0567932128906,2433300
2024-04-23,303.49163818359375,2000300
2024-04-24,300.34014892578125,4133800
2024-04-25,295.9912414550781,3639000
2024-04-26,295.0429992675781,3371800
2024-04-29,290.3970947265625,4719100
2024-04-30,288.2418212890625,5225000
2024-05-01,286.0865783691406,2617200
2024-05-02,287.69586181640625,2684200
2024-05-03,290.9239807128906,2767100
2024-05-06,293.175048828125,2361300
2024-05-07,297.58135986328125,2483600
2024-05-08,298.8553466796875,2296400
2024-05-09,293.7018737792969,3238100
2024-05-10,293.43365478515625,1786900
2024-05-13,294.4681701660156,1695000
2024-05-14,294.027587890625,1813600
2024-05-15,295.53143310546875,4230800
2024-05-16,295.0333557128906,2583100
2024-05-17,290.80902099609375,4232000
2024-05-20,292.8302307128906,2418000
2024-05-21,290.85693359375,1866500
2024-05-22,294.1808166503906,2432400
2024-05-23,293.05047607421875,2526100
2024-05-24,288.31842041015625,2048700
2024-05-28,285.19573974609375,3530200
2024-05-29,281.4024353027344,4480000
2024-05-30,272.81005859375,5007800
2024-05-31,270.4057312011719,6882000
2024-06-03,269.89801025390625,3596600
2024-06-04,275.9328308105469,3498600
2024-06-05,278.7681884765625,3002200
2024-06-06,279.4578552246094,2363200
2024-06-07,276.25848388671875,2626900
2024-06-10,278.20306396484375,2509900
2024-06-11,281.8335266113281,2457600
2024-06-12,273.70086669921875,3749600
2024-06-13,270.4344787597656,3119200
2024-06-14,274.6396484375,2966200
2024-06-17,273.5093078613281,3559600
2024-06-18,273.33697509765625,5314900
2024-06-20,293.27081298828125,11374600
2024-06-21,295.97210693359375,8473700
2024-06-24,294.276611328125,4399600
2024-06-25,294.2383117675781,4481400
2024-06-26,291.7956848144531,3162100
2024-06-27,290.42584228515625,3162000
2024-06-28,290.6365661621094,14905500
2024-07-01,289.81280517578125,2411100
2024-07-02,291.0389404296875,2177200
2024-07-03,292.8780822753906,1751200
2024-07-05,286.54638671875,3158900
2024-07-08,286.86248779296875,2557700
2024-07-09,285.5118408203125,2479200
2024-07-10,283.00213623046875,2283500
2024-07-11,286.6965637207031,2988000
2024-07-12,298.8575744628906,3951600
2024-07-15,305.82318115234375,3866200
2024-07-16,312.6829833984375,3640500
2024-07-17,313.26025390625,4383900
2024-07-18,315.66546630859375,4563600
2024-07-19,316.71417236328125,5376200
2024-07-22,318.9461975097656,3419300
2024-07-23,317.81097412109375,1994000
2024-07-24,316.2234802246094,3286500
2024-07-25,317.6089172363281,2764500
2024-07-26,316.0118408203125,2438200
2024-07-29,313.8375244140625,1629200
2024-07-30,316.72381591796875,1985400
2024-07-31,318.0899658203125,2606300
2024-08-01,315.6462707519531,2538100
2024-08-02,310.9030456542969,2682700
2024-08-05,301.8497009277344,3186500
2024-08-06,306.6024475097656,2284200
2024-08-07,305.9674987792969,2327700
2024-08-08,303.9085998535156,2213700
2024-08-09,303.8604736328125,1851300
2024-08-12,302.0613098144531,2276500
2024-08-13,307.22784423828125,2269600
2024-08-14,307.7088928222656,1404600
2024-08-15,312.8080749511719,2271600
2024-08-16,314.5301818847656,2292800
2024-08-19,316.9546813964844,1678200
2024-08-20,317.8494567871094,1790100
2024-08-21,320.9570007324219,1233900
2024-08-22,318.0418701171875,1679200
2024-08-23,320.6395568847656,1518700
2024-08-26,324.01654052734375,1692200
2024-08-27,327.4800720214844,2154100
2024-08-28,324.6034240722656,1528000
2024-08-29,327.3165283203125,1612600
2024-08-30,328.9906311035156,2004000
2024-09-03,328.92327880859375,2049300
2024-09-04,330.9532165527344,1478300
2024-09-05,328.0092468261719,1195100
2024-09-06,326.96051025390625,1613400
2024-09-09,328.85589599609375,1569400
2024-09-10,334.5226745605469,1655700
2024-09-11,337.0337829589844,2121700
2024-09-12,336.62969970703125,2182100
2024-09-13,336.3314514160156,1812000
2024-09-16,340.6993408203125,2536400
2024-09-17,324.26666259765625,4528800
2024-09-18,323.43927001953125,2150800
2024-09-19,322.53485107421875,2645700
2024-09-20,323.4777526855469,5231000
2024-09-23,326.3544006347656,1998500
2024-09-24,326.7488708496094,2842900
2024-09-25,324.2762756347656,3552700
2024-09-26,342.3253173828125,4454800
2024-09-27,336.4468688964844,2575200
2024-09-30,340.0836486816406,2424900
2024-10-01,338.64044189453125,1827300
2024-10-02,342.7871398925781,2421300
2024-10-03,347.54949951171875,3646300
2024-10-04,348.5115966796875,2131400
2024-10-07,343.2777404785156,1536800
2024-10-08,346.72210693359375,2348300
2024-10-09,351.2439880371094,2046400
2024-10-10,348.7999572753906,2088000
2024-10-11,348.481201171875,1436500
2024-10-14,352.2099914550781,2256500
2024-10-15,356.1320495605469,2955900
2024-10-16,359.60968017578125,2110700
2024-10-17,362.4014892578125,1906900
2024-10-18,364.0533752441406,1893300
2024-10-21,363.2515563964844,1785100
2024-10-22,359.15570068359375,1740200
2024-10-23,358.0350646972656,2211800
2024-10-24,351.85260009765625,2311800
2024-10-25,348.53912353515625,2129300
2024-10-28,349.04144287109375,2717700
2024-10-29,350.7030334472656,2642900
2024-10-30,334.7926940917969,3916800
2024-10-31,333.1021728515625,3078200
2024-11-01,333.92327880859375,2579800
2024-11-04,332.21343994140625,1931300
2024-11-05,333.7494201660156,1553900
2024-11-06,344.02783203125,3009700
2024-11-07,348.4521789550781,2250500
2024-11-08,343.4482116699219,2289500
2024-11-11,345.1580810546875,2985200
2024-11-12,348.3555908203125,3233600
2024-11-13,357.6390380859375,3353900
2024-11-14,349.7659606933594,3503000
2024-11-15,341.5548400878906,3614700
2024-11-18,340.8013000488281,1759900
2024-11-19,341.92193603515625,2447000
2024-11-20,344.9358825683594,1792700
2024-11-21,348.7806396484375,2240100
2024-11-22,346.4718322753906,2211100
2024-11-25,349.0124816894531,3054800
2024-11-26,350.8382568359375,2106100
2024-11-27,349.8529357910156,1657000
2024-11-29,350.0557861328125,1311300
2024-12-02,349.09942626953125,2445500
2024-12-03,340.559814453125,3044700
2024-12-04,347.7952880859375,2074000
2024-12-05,345.9598693847656,1821300
2024-12-06,350.37457275390625,2332100
2024-12-09,347.2833251953125,2185000
2024-12-10,350.5677490234375,2157800
2024-12-11,351.475830078125,1541300
2024-12-12,347.9402160644531,1834200
2024-12-13,346.4911804199219,1808700
2024-12-16,344.9262390136719,2306300
2024-12-17,345.1580810546875,2479100
2024-12-18,335.7973327636719,3232900
2024-12-19,359.5130920410156,6075500
2024-12-20,353.91986083984375,7013100
2024-12-23,346.578125,3549300
2024-12-24,349.3409423828125,1075400
2024-12-26,348.18170166015625,910500
2024-12-27,344.0761413574219,1195700
2024-12-30,340.5115051269531,1490100
2024-12-31,339.8352966308594,1748600
2025-01-02,336.96624755859375,2253600
2025-01-03,341.8253173828125,2029700
2025-01-06,339.3909606933594,2356300
2025-01-07,344.2790222167969,4663100
2025-01-08,345.573486328125,2216900
2025-01-10,337.90325927734375,2830000
2025-01-13,337.275390625,2711200
2025-01-14,337.1304931640625,1825400
2025-01-15,337.8453369140625,2624000
2025-01-16,340.0863037109375,2025800
2025-01-17,342.0556335449219,4064800
2025-01-21,345.7712097167969,3098600
2025-01-22,348.380859375,3155800
2025-01-23,352.4068603515625,2111100
2025-01-24,351.5822448730469,1827800
2025-01-27,362.0013732910156,3855600
2025-01-28,367.0848388671875,4052700
2025-01-29,363.2334289550781,2345600
2025-01-30,369.37432861328125,2218600
2025-01-31,373.4488525390625,3104400
2025-02-03,373.7010498046875,2792900
2025-02-04,379.9195556640625,3166600
2025-02-05,386.3514709472656,3463400
2025-02-06,375.76739501953125,2828000
2025-02-07,374.44805908203125,2437400
2025-02-10,375.33087158203125,1771300
2025-02-11,378.3576965332031,2121000
2025-02-12,377.212890625,2251000
2025-02-13,377.8919982910156,3387300
2025-02-14,376.40765380859375,2024700
2025-02-18,375.9808349609375,3701100
2025-02-19,378.56134033203125,1438000
2025-02-20,373.34210205078125,2252400
2025-02-21,353.3769836425781,3751700
2025-02-24,353.0374755859375,2755800
2025-02-25,352.1061096191406,1947600
2025-02-26,347.6435852050781,2267500
2025-02-27,346.2077941894531,2735400
2025-02-28,338.08782958984375,5768000
2025-03-03,334.68267822265625,3011100
2025-03-04,335.4490966796875,3156300
2025-03-05,337.85504150390625,2578500
2025-03-06,331.6268005371094,3467600
2025-03-07,331.9566650390625,4459900
2025-03-10,325.2821960449219,3454700
2025-03-11,317.9966125488281,3390000
2025-03-12,314.6399841308594,3086200
2025-03-13,307.5968933105469,3667400
2025-03-14,309.29461669921875,4086000
2025-03-17,315.9787292480469,3518100
2025-03-18,314.3877258300781,2811300
2025-03-19,314.7757873535156,4314100
2025-03-20,291.919677734375,10699500
2025-03-21,296.19793701171875,11735300
2025-03-24,298.0023498535156,3793200
2025-03-25,299.67095947265625,3890400
2025-03-26,301.86346435546875,3669700
2025-03-27,299.3120422363281,2871000
2025-03-28,295.2374572753906,2377500
2025-03-31,302.7171936035156,5511900
2025-04-01,304.2111511230469,3503900
2025-04-02,306.8789978027344,4123000
2025-04-03,292.4532165527344,3614800
2025-04-04,276.5432434082031,4659000
2025-04-07,276.2134094238281,6333600
2025-04-08,272.98291015625,4730400
2025-04-09,290.9786682128906,6702200
2025-04-10,278.070556640625,4578600
2025-04-11,277.21258544921875,5019500
2025-04-14,282.5260009765625,3299300
2025-04-15,281.4243469238281,3273200
2025-04-16,278.09002685546875,3183900
2025-04-17,275.2724914550781,2321500
2025-04-21,272.230712890625,2835500
2025-04-22,276.8421325683594,2499500
2025-04-23,280.9368591308594,2763100
2025-04-24,284.1053771972656,3271400
2025-04-25,286.0357360839844,2919200
2025-04-28,285.8992614746094,1865200
2025-04-29,290.9884338378906,3251900
2025-04-30,291.6513671875,2834700
2025-05-01,292.99676513671875,2848600
2025-05-02,297.67645263671875,1810000
2025-05-05,299.9967956542969,3548600
2025-05-06,296.184814453125,2719400
2025-05-07,298.41741943359375,2647700
2025-05-08,301.1374816894531,2861600
2025-05-09,300.1820068359375,1844400
2025-05-12,314.0163269042969,3271300
2025-05-13,314.4453430175781,2775500
2025-05-14,312.3784484863281,2417100
2025-05-15,315.1082763671875,3050400
2025-05-16,309.7266540527344,3968000
2025-05-19,311.384033203125,2247300
2025-05-20,312.1542053222656,2930500
2025-05-21,309.7558898925781,2788000
2025-05-22,308.5177307128906,2996600
2025-05-23,301.8199157714844,2947200
2025-05-27,307.52325439453125,3248900
2025-05-28,308.0692443847656,3437600
2025-05-29,309.765625,2557800
2025-05-30,308.87847900390625,4012700
2025-06-02,306.58734130859375,2340400
2025-06-03,305.05670166015625,3678200
2025-06-04,308.468994140625,2337800
2025-06-05,307.4745788574219,3787400
2025-06-06,309.6876220703125,2309500
2025-06-09,308.6834411621094,2291300
2025-06-10,312.8757019042969,2356100
2025-06-11,311.2182922363281,1859000
2025-06-12,310.1556091308594,2194500
2025-06-13,303.8965148925781,3102600
2025-06-16,306.4508361816406,2930000
2025-06-17,304.20849609375,2533800
2025-06-18,298.70013427734375,4593100
2025-06-20,278.2167663574219,11697400
2025-06-23,287.60540771484375,5454900
2025-06-24,293.1820373535156,4940500
2025-06-25,287.2154541015625,3164500
2025-06-26,288.6583251953125,3634000
2025-06-27,288.05389404296875,4159500
2025-06-30,291.39788818359375,3136800
