ticker,award_date,award_abs,preaward_close,shares_known_at_award,market_cap_before,sec_cik,revenue_concept,ltm_revenue_before,ltm_revenue_method,ltm_revenue_source,award_to_market_cap,log10_award_to_market_cap,log10_market_cap_before,award_to_ltm_revenue
ACN,2025-09-30,8421236.97,242.01295471191406,640314856.0,154964490246.49377,1467373,Revenues,66157507000.0,ttm_from_filed_statements,10K(2024-10-10)+YTD(2025-06-20)-PY_YTD(2025-06-20),5.434301081883202e-05,-4.2648563036107765,11.19023219199746,0.00012729072408970913
ACN,2025-10-22,1124050.59,245.45208740234375,620138892.0,152214385520.7766,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,7.38465412552332e-06,-5.131669840892901,11.182455698801574,1.6133236132568298e-05
ACN,2025-10-28,1407.1,245.7068328857422,620138892.0,152372363102.59332,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,9.2346142787888e-09,-8.034581239919683,11.1829062029585,2.0195778343158782e-08
ACN,2025-10-31,780339.0,244.217529296875,620138892.0,151448788025.1416,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,5.1524941874771425e-06,-5.287982489475587,11.180265802224177,1.1200023791146458e-05
ACN,2025-11-07,289485.6,236.46722412109375,620138892.0,146642522360.77075,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,1.974090429840029e-06,-5.704632956893844,11.166259922207452,4.154919345559182e-06
ACN,2025-11-12,155000.0,237.66259765625,620138892.0,147383819980.38867,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,1.0516758218142586e-06,-5.978118110461753,11.168449808632044,2.2246788737045065e-06
ACN,2025-11-18,15.82,236.4574432373047,622852697.0,147278156246.07965,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,1.0741579337513677e-10,-9.968931859498575,11.168138338660233,2.2706077278713095e-10
ACN,2025-11-20,153657.52,236.21249389648438,622852697.0,147125588888.52133,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,1.0443969751341351e-06,-5.981134394685608,11.167688214172806,2.2054105711601786e-06
ACN,2025-11-21,100000.0,235.92832946777344,622852697.0,146948596307.70728,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,6.805100729958801e-07,-6.167165441931403,11.167165441931404,1.4352766927125849e-06
ACN,2025-11-24,7932695.37,246.76502990722656,622852697.0,153698264403.0017,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,5.1612133688121696e-05,-4.287248186467291,11.186668963371867,0.00011385612774950035
ACN,2025-11-25,888176.26,238.70120239257812,622852697.0,148675687687.36014,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,5.973917281403028e-06,-5.2237407952034225,11.172239955969937,1.274778684998633e-05
ACN,2025-12-10,2025961.79,264.0880432128906,622852697.0,164487949960.60147,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,1.2316779377974271e-05,-4.909502837725627,11.216134087955892,2.9078157375132686e-05
ACN,2025-12-12,317433.59,264.9111022949219,622852697.0,165000594529.63498,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,1.923833007419784e-06,-5.7158326282980125,11.217485509065268,4.556050332110828e-06
ACN,2025-12-16,9289800.31,269.1144714355469,660352923.0,177710527834.0634,1467373,Revenues,69672977000.0,latest_10k,2025-10-10,5.227490134222279e-05,-4.281706778148142,11.249713156813778,0.00013333433864897148
ACN,2025-12-23,120000.0,265.205078125,620138892.0,164463983301.21094,1467373,Revenues,70725557000.0,ttm_from_filed_statements,10K(2025-10-10)+YTD(2025-12-18)-PY_YTD(2025-12-18),7.296430354615913e-07,-6.136889558571773,11.216070804619397,1.696699256818861e-06
ACN,2025-12-29,951038.99,265.6165771484375,620138892.0,164719169849.66455,1467373,Revenues,70725557000.0,ttm_from_filed_statements,10K(2025-10-10)+YTD(2025-12-18)-PY_YTD(2025-12-18),5.773699508490673e-06,-5.23854582267218,11.216744144861686,1.3446892896156335e-05
ACN,2026-01-08,332000.0,268.4482421875,620138892.0,166475195469.5039,1467373,Revenues,70725557000.0,ttm_from_filed_statements,10K(2025-10-10)+YTD(2025-12-18)-PY_YTD(2025-12-18),1.994291095821648e-06,-5.700211449794633,11.22134953349867,4.694201277198849e-06
ACN,2026-01-13,1641138.0,275.2872619628906,620138892.0,170716337615.38074,1467373,Revenues,70725557000.0,ttm_from_filed_statements,10K(2025-10-10)+YTD(2025-12-18)-PY_YTD(2025-12-18),9.613245123014759e-06,-5.017129983703168,11.23227508524293,2.3204313541143268e-05
ACN,2026-01-15,30000.0,282.7142333984375,620138892.0,175322091452.33643,1467373,Revenues,70725557000.0,ttm_from_filed_statements,10K(2025-10-10)+YTD(2025-12-18)-PY_YTD(2025-12-18),1.7111363292261367e-07,-6.7667153880790005,11.243836642798664,4.241748142047153e-07
