ticker,award_date,company,same_day_award_count,transaction_amount_sum,transaction_amount_abs_sum,prior_abs_award_max,prior_signed_award_mean,prior_abs_award_median,prior_transactions_30d,prior_award_days_30d,pre_volatility_market_20d,relative_strength_spy_60d,relative_strength_spy_120d,prior_response_mean_20d,prior_response_count_60d,event_trading_day,peak_pct,peak_day,day90_pct,actual_winner_ge20,MTS_signal_score,predicted_buy,market_cap_before,log10_market_cap_before,MTS8_score,MTS11_score_old,old_buy,buy8,delta_score_8_minus_11,hit_7p5,hit_10,hit_15,hit_20
ACN,2025-08-18,ACCENTURE FEDERAL SERVICES LLC,1,-850290.44,850290.44,13375592.84,5891402.826,2375194.69,19,5,1.9519251333524767,-31.8918631022386,-39.57690180254748,,0,2025-08-18,10.247657515933597,83,8.369132006620594,0,1.651263029560076,0,150744584997.8086,11.178241720495045,1.5149778979677087,1.651263029560076,0,0,-0.13628513159236744,1,1,0,0
ACN,2025-08-26,ACCENTURE FEDERAL SERVICES LLC,1,10930498.3,10930498.3,25607054.43,7463356.767272727,4488027.63,45,11,2.0437839874293267,-28.76278846570788,-37.23760958479065,,0,2025-08-26,7.53268367079476,77,3.3513394999022283,0,1.2686144085255426,0,156261494729.98828,11.193851974266922,1.3165321959171885,1.2686144085255426,0,0,0.04791778739164587,1,0,0,0
ACN,2025-08-28,ACCENTURE FEDERAL SERVICES LLC,1,250000.0,250000.0,25607054.43,7905485.058461538,6063204.65,62,13,1.9641358516694525,-26.90550353538691,-37.73680348811479,,0,2025-08-28,7.71362154739561,89,6.95241417404191,0,1.1595576419910023,0,156914494354.23047,11.195663061670574,1.266228376882068,1.1595576419910023,0,0,0.1066707348910656,1,0,0,0
ACN,2025-09-09,ACCENTURE FEDERAL SERVICES LLC,1,1125355.3,1125355.3,43706678.09,12720164.7885,13457504.295,111,20,1.2982319039742511,-28.42763973898336,-38.077348127225065,,0,2025-09-09,14.504539062923438,88,13.579898081593678,0,1.1934165310802325,0,156714545664.67285,11.195109307947396,1.2343296516315605,1.1934165310802325,0,0,0.04091312055132801,1,1,0,0
ACN,2025-09-17,ACCENTURE FEDERAL SERVICES LLC,1,2277262.73,2277262.73,45158749.55,13566253.234074073,13375592.84,134,22,1.347900511812569,-27.650604879897436,-37.9717515010186,0.7900597913447549,0,2025-09-17,19.607020885310767,82,14.325967019170726,0,1.1416294082181353,0,144519761630.95312,11.15992723657681,1.2106202564128792,1.1416294082181353,0,0,0.06899084819474388,1,1,1,0
ACN,2025-09-24,ACCENTURE FEDERAL SERVICES LLC,1,-226094.08,226094.08,101210178.16,16913124.076875,13993665.835,161,22,1.3442047298001711,-26.90738057922313,-41.44621043785295,-3.3630985546832552,0,2025-09-24,20.68762915258706,77,0.8909134681900577,1,1.042631658961396,0,143720228063.79333,11.157517897697435,1.213606320566472,1.042631658961396,0,0,0.17097466160507602,1,1,1,1
ACN,2025-09-26,ACCENTURE FEDERAL SERVICES LLC,4,-143432.79000000004,803101.89,101210178.16,18999786.962352943,15655307.075,177,22,1.5995153477658957,-27.514871764480976,-47.06373969918517,-3.994940955050181,0,2025-09-26,20.74317952382065,75,-2.255519786238236,1,1.0393966106637291,0,145905025755.62695,11.164070251594236,1.2292856751057764,1.0393966106637291,0,0,0.18988906444204723,1,1,1,1
ACN,2025-09-29,ACCENTURE FEDERAL SERVICES LLC,2,974422.55,974422.55,101210178.16,18584544.840810813,14447915.92,180,22,1.7589125386886717,-24.977926783357077,-44.72009983535651,-4.361380565974205,0,2025-09-29,16.81780991227233,74,-2.582998167593187,0,1.0219289966817888,0,149926573545.98682,11.175878615647239,1.253317226448897,1.0219289966817888,0,0,0.23138822976710816,1,1,1,0
ACN,2025-10-14,ACCENTURE FEDERAL SERVICES LLC,1,-3148916.42,3148916.42,101210178.16,18708705.21116279,13539415.75,146,18,1.7967949038348947,-19.15571433313737,-39.22536807302633,-4.468843628730438,0,2025-10-14,18.1572455170395,63,-19.438987829994257,0,0.959337675862772,0,147991439894.20697,11.170236595704248,1.1963129915046624,0.959337675862772,0,0,0.23697531564189045,1,1,1,0
ACN,2025-10-23,ACCENTURE FEDERAL SERVICES LLC,2,1908496.99,1908496.99,101210178.16,16975326.191666666,12060142.815,105,17,1.9065628676917936,-15.00102880274734,-36.98074280738223,-2.7788286575336647,0,2025-10-23,15.503778785847434,56,-14.334892733301707,0,0.9142824410433776,0,151381953903.52606,11.18007410642403,1.0691369032147,0.9142824410433776,0,0,0.15485446217132237,1,1,1,0
ACN,2025-11-06,ACCENTURE FEDERAL SERVICES LLC,1,-83.61,83.61,101210178.16,15038663.117454544,8451706.379999999,30,14,1.949440101257168,-5.996444608317675,-37.10893418578908,-1.1611090514435551,0,2025-11-06,19.55747120948181,46,-15.658397343092744,0,1.7150318043451085,0,150579897131.29688,11.177766996116338,1.0818733326075527,1.7150318043451085,0,0,-0.6331584717375558,1,1,1,0
ACN,2025-11-10,ACCENTURE FEDERAL SERVICES LLC,1,7667227.98,7667227.98,101210178.16,14505910.300350877,7854580.189999999,31,14,1.716622694428008,-7.195278502345204,-38.841580641865306,-1.1611090514435551,0,2025-11-10,17.98813493266358,44,-18.208955604066425,0,1.262183387355717,0,149328198027.0661,11.174141824411143,1.0741518098473988,1.262183387355717,0,0,-0.18803157750831812,1,1,1,0
ACN,2025-12-11,ACCENTURE FEDERAL SERVICES LLC,1,8745507.0,8745507.0,101210178.16,12371217.732236842,7532877.645,69,18,1.9787012246852147,7.23566664473192,-23.042086859860746,-0.5731074050759396,17,2025-12-11,6.720417132119905,22,-33.50154545644101,0,0.8510262478745872,0,166129610082.72668,11.220447045753405,0.8280429877317828,0.8510262478745872,0,0,-0.022983260142804496,0,0,0,0
ACN,2025-12-17,ACCENTURE FEDERAL SERVICES LLC,1,7274085.0,7274085.0,101210178.16,12871341.391375,8041172.779999999,88,19,1.902313166511742,15.002900389021525,-16.377302652040104,-0.0638981635257678,21,2025-12-17,5.406593956743833,18,-33.59075551226817,0,0.89271876256208,0,176015350613.08823,11.245550545063256,0.9395101164036597,0.89271876256208,0,0,0.04679135384157962,0,0,0,0
ACN,2025-12-30,ACCENTURE FEDERAL SERVICES LLC,1,50000.0,50000.0,138676687.43,14544747.938488375,8339735.875,95,18,1.3175997860498354,7.0971233863456495,-16.774243366540087,1.2645080371924986,31,2025-12-30,6.866671427073423,10,-35.625328840093815,0,0.8542007631683298,0,164871062999.90845,11.217144438044462,0.7755594187415277,0.8542007631683298,0,0,-0.07864134442680215,0,0,0,0
ACN,2026-01-07,ACCENTURE FEDERAL SERVICES LLC,1,179000.0,179000.0,138676687.43,14118120.68,8041172.779999999,94,17,1.487718292012946,7.802323523610388,-13.513034830102644,1.3549588846114344,39,2026-01-07,5.314242736211816,5,-34.646442817334865,0,0.7467774869446829,0,167660022601.84497,11.224429520368897,0.7784235965455506,0.7467774869446829,0,0,0.03164610960086767,0,0,0,0
ACN,2026-01-12,ACCENTURE FEDERAL SERVICES LLC,1,2850236.97,2850236.97,186403763.58,15878402.136413043,8041172.779999999,68,14,1.577456269835689,12.390846931021994,-13.26778934700138,1.358409620835971,41,2026-01-12,2.6978986904770297,2,-36.15518147159179,0,0.7911440654640437,0,170540144589.11975,11.231826626855504,0.7427133821671965,0.7911440654640437,0,0,-0.04843068329684719,0,0,0,0
ACN,2026-01-21,ACCENTURE FEDERAL SERVICES LLC,1,1978825.43,1978825.43,186403763.58,17044921.65612245,8339735.875,63,15,2.2181752776498325,10.041437213677272,-6.195916582352679,1.5978250456149312,44,2026-01-21,1.5567005059076822,1,-29.37548798062868,0,0.5565831738019499,0,165703504079.72754,11.219331692404849,0.6785028775722817,0.5565831738019499,0,0,0.12191970377033179,0,0,0,0
ACN,2026-01-27,ACCENTURE FEDERAL SERVICES LLC,1,63397.0,63397.0,186403763.58,16833527.480194174,8227765.37,72,18,2.30282501190656,9.844551915638869,0.2409450590071351,1.6786480505955366,46,2026-01-27,0.0,0,-34.8217391323988,0,0.6251302941028001,0,170564444465.13684,11.23188850407687,0.6807341883426634,0.6251302941028001,0,0,0.05560389423986334,0,0,0,0
ACN,2026-02-04,ACCENTURE FEDERAL SERVICES LLC,1,194526.66,194526.66,186403763.58,16641330.14481818,8041947.800000001,91,21,2.989396324506444,-2.543096574004511,-8.654814449949178,1.560920800150168,51,2026-02-04,0.0,0,-30.99014746515149,0,0.5508753486715661,0,146563547763.7152,11.166025969120966,0.71013679412764,0.5508753486715661,0,0,0.1592614454560739,0,0,0,0
ACN,2026-02-10,ACCENTURE FEDERAL SERVICES LLC,2,11157027.92,11157027.92,186403763.58,16256905.522389382,7854580.189999999,94,21,3.111936964767834,-3.878117546494597,-14.666246592887587,1.4174317209428804,54,2026-02-10,0.0,0,-47.73370416120992,0,0.6264976271526589,0,143859637727.8385,11.157938962311224,0.7464099527396784,0.6264976271526589,0,0,0.11991232558701947,0,0,0,0
ACN,2026-02-11,ACCENTURE FEDERAL SERVICES LLC,1,600000.0,600000.0,186403763.58,16253096.024385966,7855355.21,100,22,3.212234278508435,-10.191660261629275,-18.713967919986697,1.2398158595070643,55,2026-02-11,0.0,0,-44.41387839357731,0,0.6048112426407414,0,146350876535.72296,11.16539532788691,0.8244297205832652,0.6048112426407414,0,0,0.21961847794252387,0,0,0,0
ACN,2026-02-18,ACCENTURE FEDERAL SERVICES LLC,1,534996.0,534996.0,186403763.58,15723355.61176471,7659958.87,95,22,3.0203858523741336,-11.123214518493915,-19.43927169147519,0.4645865773510861,58,2026-02-18,0.0,0,-43.742304276510055,0,0.5781948327436417,0,133609121102.82568,11.125836107162069,0.7540510579893027,0.5781948327436417,0,0,0.17585622524566102,0,0,0,0
ACN,2026-02-23,ACCENTURE FEDERAL SERVICES LLC,2,-1908838.94,2396802.94,186403763.58,15505528.49139344,7757269.529999999,93,21,3.116466256370437,-19.76478563526573,-29.00960721136263,-0.011507243051613,61,2026-02-23,6.869479259316025,9,-31.148824964217518,0,0.6933725501360544,0,130850536345.91052,11.116775507117985,0.8820020789335988,0.6933725501360544,0,0,0.18862952879754447,0,0,0,0
ACN,2026-03-27,ACCENTURE FEDERAL SERVICES LLC,1,122441.9,122441.9,186403763.58,14369280.511712328,7319127.835,106,22,2.055279036611476,-21.21577664503773,-16.781826104197883,-3.585372372904163,82,2026-03-27,4.5327124529559,4,-9.327113209461825,0,0.9056381340099666,0,118443067549.2957,11.07350964662743,0.9788365119807536,0.9056381340099666,0,0,0.07319837797078699,0,0,0,0
ACN,2026-04-06,ACCENTURE FEDERAL SERVICES LLC,1,180000.0,180000.0,186403763.58,14792535.477763155,6996993.98,105,20,2.107273244204117,-23.201447473504345,-18.907161561675714,-3.564676483437788,85,2026-04-06,0.1890625665355028,9,-8.435252665803327,0,0.887789180980167,0,121403844436.889,11.084232439550533,1.015051236093977,0.887789180980167,0,0,0.12726205511380995,0,0,0,0
AVAV,2025-11-18,"AEROVIRONMENT, INC",1,2577099.0,2577099.0,39105986.05,9656235.70181818,3073485.37,1,1,3.0835856658494,13.478421640527149,50.36874660724963,36.62010022683786,0,2025-11-18,39.83269915719567,40,-34.84605976209434,1,3.7711694900454433,1,14163777679.297302,10.151179101267932,4.172655334308708,3.7711694900454433,1,1,0.4014858442632643,1,1,1,1
AVAV,2026-01-26,"AEROVIRONMENT, INC",1,1657670.53,1657670.53,254534516.07,16068443.983499998,3194686.2,4,4,6.29767186783004,-21.458498605929453,2.5748321520645323,22.927400934105407,10,2026-01-26,2.279708458179264,1,-32.46770911275391,0,3.0283643760940726,1,15366636704.25,10.186578823867931,3.3447349197126424,3.0283643760940726,1,1,0.31637054361856976,0,0,0,0
BA,2025-08-12,THE BOEING COMPANY,2,5185000.0,5735000.0,,,,0,0,1.557263427097885,3.618637009913829,19.476652457012555,,0,2025-08-12,2.0506445380442884,14,-10.463864955945256,0,2.7077599298902646,1,170861470372.1045,11.232644139424483,2.6448205141385475,2.7077599298902646,1,1,-0.06293941575171713,0,0,0,0
BA,2025-08-14,THE BOEING COMPANY,1,-385070.52,385070.52,43300806.45,16353197.22,29049505.25,22,2,1.5556637322253293,4.86984132510282,23.489642999548565,,0,2025-08-14,1.7968190735188516,12,-7.011452434640242,0,1.4670920995052013,0,176464592501.7422,11.24665757757807,1.2971384275064415,1.4670920995052013,0,0,-0.16995367199875977,0,0,0,0
