top_fraction,score_threshold,n_signals,hit_rate_ge20,hit_rate_ge50,median_peak_pct,mean_peak_pct,enrichment_ge20,enrichment_ge50
0.2,1.7986208889584534,183,0.47540983606557374,0.09289617486338798,18.78230202478772,27.751979647608042,1.9184680110256782,3.2585119798234556
0.1,3.282512651132092,92,0.7065217391304348,0.14130434782608695,31.34115650396905,37.138319693402885,2.8510965756060025,4.956521739130435
0.05,4.285233892749571,46,0.9347826086956522,0.2608695652173913,42.922849477485784,53.4704372890552,3.772220084647942,9.150501672240804
0.02,5.235350921209034,19,0.9473684210526315,0.21052631578947367,41.10197562362687,61.460366888595814,3.823008849557522,7.384615384615385
0.01,7.056854416975873,10,0.9,0.1,35.312431556584755,49.19166923096161,3.6318584070796462,3.507692307692308
