ticker,award_date,company,same_day_award_count,transaction_amount_sum,transaction_amount_abs_sum,prior_abs_award_max,prior_signed_award_mean,prior_abs_award_median,prior_transactions_30d,prior_award_days_30d,pre_volatility_market_20d,relative_strength_spy_60d,relative_strength_spy_120d,prior_response_mean_20d,prior_response_count_60d,event_trading_day,peak_pct,peak_day,day90_pct,actual_winner_ge20,MTS_signal_score,predicted_buy,market_cap_before,log10_market_cap_before,sector_group,prior_response_count_60d_adj,prior_abs_award_median_adj,scaleaware8_MD,scaleaware8_buy,old11_buy
ACN,2025-11-06,ACCENTURE FEDERAL SERVICES LLC,1,-83.61,83.61,101210178.16,15038663.117454544,8451706.379999999,30,14,1.949440101257168,-5.996444608317675,-37.10893418578908,-1.1611090514435551,0,2025-11-06,19.55747120948181,46,-15.658397343092744,0,1.7150318043451085,0,150579897131.29688,11.177766996116338,TECH_SERVICES,,5.728122371946721,13.293268653933614,1,0
ACN,2025-11-10,ACCENTURE FEDERAL SERVICES LLC,1,7667227.98,7667227.98,101210178.16,14505910.300350877,7854580.189999999,31,14,1.716622694428008,-7.195278502345204,-38.841580641865306,-1.1611090514435551,0,2025-11-10,17.98813493266358,44,-18.208955604066425,0,1.262183387355717,0,149328198027.0661,11.174141824411143,TECH_SERVICES,,5.696300949004781,13.259656477186953,1,0
ACN,2025-12-11,ACCENTURE FEDERAL SERVICES LLC,1,8745507.0,8745507.0,101210178.16,12371217.732236842,7532877.645,69,18,1.9787012246852147,7.23566664473192,-23.042086859860746,-0.5731074050759396,17,2025-12-11,6.720417132119905,22,-33.50154545644101,0,0.8510262478745872,0,166129610082.72668,11.220447045753405,TECH_SERVICES,0.649940130142567,5.67813888442429,13.30066196874581,1,0
ACN,2025-12-17,ACCENTURE FEDERAL SERVICES LLC,1,7274085.0,7274085.0,101210178.16,12871341.391375,8041172.779999999,88,19,1.902313166511742,15.002900389021525,-16.377302652040104,-0.0638981635257678,21,2025-12-17,5.406593956743833,18,-33.59075551226817,0,0.89271876256208,0,176015350613.08823,11.245550545063256,TECH_SERVICES,0.7417105034982124,5.706497364956559,13.356505015555259,1,0
ACN,2025-12-30,ACCENTURE FEDERAL SERVICES LLC,1,50000.0,50000.0,138676687.43,14544747.938488375,8339735.875,95,18,1.3175997860498354,7.0971233863456495,-16.774243366540087,1.2645080371924986,31,2025-12-30,6.866671427073423,10,-35.625328840093815,0,0.8542007631683298,0,164871062999.90845,11.217144438044462,TECH_SERVICES,0.9108529025985658,5.722330267550892,13.36629669945964,1,0
ACN,2026-01-07,ACCENTURE FEDERAL SERVICES LLC,1,179000.0,179000.0,138676687.43,14118120.68,8041172.779999999,94,17,1.487718292012946,7.802323523610388,-13.513034830102644,1.3549588846114344,39,2026-01-07,5.314242736211816,5,-34.646442817334865,0,0.7467774869446829,0,167660022601.84497,11.224429520368897,TECH_SERVICES,1.0105558157907923,5.706497364956559,13.36444417746474,1,0
ACN,2026-01-12,ACCENTURE FEDERAL SERVICES LLC,1,2850236.97,2850236.97,186403763.58,15878402.136413043,8041172.779999999,68,14,1.577456269835689,12.390846931021994,-13.26778934700138,1.358409620835971,41,2026-01-12,2.6978986904770297,2,-36.15518147159179,0,0.7911440654640437,0,170540144589.11975,11.231826626855504,TECH_SERVICES,1.0322750654840287,5.706497364956559,13.382406986346036,1,0
ACN,2026-01-21,ACCENTURE FEDERAL SERVICES LLC,1,1978825.43,1978825.43,186403763.58,17044921.65612245,8339735.875,63,15,2.2181752776498325,10.041437213677272,-6.195916582352679,1.5978250456149312,44,2026-01-21,1.5567005059076822,1,-29.37548798062868,0,0.5565831738019499,0,165703504079.72754,11.219331692404849,TECH_SERVICES,1.0629438852504807,5.722330267550892,13.428078823126635,1,0
ACN,2026-01-27,ACCENTURE FEDERAL SERVICES LLC,1,63397.0,63397.0,186403763.58,16833527.480194174,8227765.37,72,18,2.30282501190656,9.844551915638869,0.2409450590071351,1.6786480505955366,46,2026-01-27,0.0,0,-34.8217391323988,0,0.6251302941028001,0,170564444465.13684,11.23188850407687,TECH_SERVICES,1.0822490404458671,5.716459869577466,13.449384785837283,1,0
ACN,2026-02-04,ACCENTURE FEDERAL SERVICES LLC,1,194526.66,194526.66,186403763.58,16641330.14481818,8041947.800000001,91,21,2.989396324506444,-2.543096574004511,-8.654814449949178,1.560920800150168,51,2026-02-04,0.0,0,-30.99014746515149,0,0.5508753486715661,0,146563547763.7152,11.166025969120966,TECH_SERVICES,1.1270613848622295,5.706539220877237,13.409362941535624,1,0
ACN,2026-02-10,ACCENTURE FEDERAL SERVICES LLC,2,11157027.92,11157027.92,186403763.58,16256905.522389382,7854580.189999999,94,21,3.111936964767834,-3.878117546494597,-14.666246592887587,1.4174317209428804,54,2026-02-10,0.0,0,-47.73370416120992,0,0.6264976271526589,0,143859637727.8385,11.157938962311224,TECH_SERVICES,1.1518849685872619,5.696300949004781,13.373440365679702,1,0
ACN,2026-02-11,ACCENTURE FEDERAL SERVICES LLC,1,600000.0,600000.0,186403763.58,16253096.024385966,7855355.21,100,22,3.212234278508435,-10.191660261629275,-18.713967919986697,1.2398158595070643,55,2026-02-11,0.0,0,-44.41387839357731,0,0.6048112426407414,0,146350876535.72296,11.16539532788691,TECH_SERVICES,1.159853898258537,5.696343799201306,13.34873571698649,1,0
ACN,2026-02-18,ACCENTURE FEDERAL SERVICES LLC,1,534996.0,534996.0,186403763.58,15723355.61176471,7659958.87,95,22,3.0203858523741336,-11.123214518493915,-19.43927169147519,0.4645865773510861,58,2026-02-18,0.0,0,-43.742304276510055,0,0.5781948327436417,0,133609121102.82568,11.125836107162069,TECH_SERVICES,1.1829192023272306,5.6854044087944855,13.3503271145922,1,0
ACN,2026-02-23,ACCENTURE FEDERAL SERVICES LLC,2,-1908838.94,2396802.94,186403763.58,15505528.49139344,7757269.529999999,93,21,3.116466256370437,-19.76478563526573,-29.00960721136263,-0.011507243051613,61,2026-02-23,6.869479259316025,9,-31.148824964217518,0,0.6933725501360544,0,130850536345.91052,11.116775507117985,TECH_SERVICES,1.2048210437750604,5.690886852564978,13.312901164487359,1,0
ACN,2026-03-27,ACCENTURE FEDERAL SERVICES LLC,1,122441.9,122441.9,186403763.58,14369280.511712328,7319127.835,106,22,2.055279036611476,-21.21577664503773,-16.781826104197883,-3.585372372904163,82,2026-03-27,4.5327124529559,4,-9.327113209461825,0,0.9056381340099666,0,118443067549.2957,11.07350964662743,TECH_SERVICES,1.33330506114801,5.665637303650614,13.376568888143593,1,0
ACN,2026-04-06,ACCENTURE FEDERAL SERVICES LLC,1,180000.0,180000.0,186403763.58,14792535.477763155,6996993.98,105,20,2.107273244204117,-23.201447473504345,-18.907161561675714,-3.564676483437788,85,2026-04-06,0.1890625665355028,9,-8.435252665803327,0,0.887789180980167,0,121403844436.889,11.084232439550533,TECH_SERVICES,1.348910134478586,5.646089471349973,13.347357423187242,1,0
AVAV,2025-11-18,"AEROVIRONMENT, INC",1,2577099.0,2577099.0,39105986.05,9656235.70181818,3073485.37,1,1,3.0835856658494,13.478421640527149,50.36874660724963,36.62010022683786,0,2025-11-18,39.83269915719567,40,-34.84605976209434,1,3.7711694900454433,1,14163777679.297302,10.151179101267932,AERO_DEFENSE,,5.263471528741968,13.657658769658923,1,1
AVAV,2026-01-26,"AEROVIRONMENT, INC",1,1657670.53,1657670.53,254534516.07,16068443.983499998,3194686.2,4,4,6.29767186783004,-21.458498605929453,2.5748321520645323,22.927400934105407,10,2026-01-26,2.279708458179264,1,-32.46770911275391,0,3.0283643760940726,1,15366636704.25,10.186578823867931,AERO_DEFENSE,0.4054057503579023,5.280268584300603,13.49572349949705,1,1
BA,2025-08-12,THE BOEING COMPANY,2,5185000.0,5735000.0,,,,0,0,1.557263427097885,3.618637009913829,19.476652457012555,,0,2025-08-12,2.0506445380442884,14,-10.463864955945256,0,2.7077599298902646,1,170861470372.1045,11.232644139424483,AERO_DEFENSE,,,0.8447624621874468,0,1
BA,2025-08-14,THE BOEING COMPANY,1,-385070.52,385070.52,43300806.45,16353197.22,29049505.25,22,2,1.5556637322253293,4.86984132510282,23.489642999548565,,0,2025-08-14,1.7968190735188516,12,-7.011452434640242,0,1.4670920995052013,0,176464592501.7422,11.24665757757807,AERO_DEFENSE,,6.238979118753794,13.969087513906004,1,0
BA,2025-08-15,"BOEING SIKORSKY AIRCRAFT SUPPORT, LLC",2,8591161.309999999,8591161.309999999,43300806.45,11987848.69,23228286.11,38,3,1.5548808568242385,4.431286340210573,22.38079881383928,,0,2025-08-15,0.9011350954167164,11,-7.8253799341925,0,1.3043004381207113,0,176328489597.1289,11.2463224874282,AERO_DEFENSE,,6.14185754528551,13.869378897835478,1,0
BA,2025-08-28,THE BOEING COMPANY,2,-20074431.82,24094731.82,276219627.93,50334794.01692308,26629486.89,155,13,1.541480068348467,1.465288463790639,39.823204342750685,,0,2025-08-28,0.5165994248749639,2,-3.4044751101991344,0,1.064550539214141,0,178165948037.7422,11.250824703110228,AERO_DEFENSE,,6.201203176872238,14.092260559221463,1,0
BA,2025-10-16,THE BOEING COMPANY,1,2026533.08,2026533.08,785332108.7299999,108260270.24565218,56051682.795,309,21,1.7989587478821265,-13.858432591439088,-1.5922514496872644,-5.729604444734185,0,2025-10-16,19.000422210961037,67,8.268443212481724,0,1.2440542924455176,0,161817746730.0,11.20902614944103,AERO_DEFENSE,,6.524429034155348,14.220401116457777,1,0
BA,2025-10-21,THE BOEING COMPANY,2,4539330.0,4539330.0,785332108.7299999,103146632.43346938,43300806.45,238,20,1.7537178200163897,-13.78550509444364,-3.1821424874866477,-5.177558911486931,0,2025-10-21,16.05909982132061,64,3.1575074950743964,0,1.2048907924977164,0,163950116968.16437,11.21471173084747,AERO_DEFENSE,,6.412336363438922,14.10724742139965,1,0
BA,2025-10-29,THE BOEING COMPANY,2,-13500000.0,13900000.0,877228171.45,106010604.65607142,39813876.78,144,21,1.824263346131596,-14.782177244204595,-10.93325675364263,-4.205209549961813,0,2025-10-29,18.058803134545887,58,0.2434704878747418,0,1.2834228259310123,0,168872699408.91608,11.227559445578164,AERO_DEFENSE,,6.375874846569877,14.037008329594297,1,0
BA,2025-11-20,BELL BOEING JOINT PROJECT OFFICE,1,-8620161.15,8620161.15,877228171.45,95126029.04464789,25936935.25,97,22,2.033158042582514,-25.061136894000832,-25.8989593020181,-4.3350186417876415,2,2025-11-20,40.56750308442232,42,16.07759814519547,1,1.3240180473175156,0,141149726087.97272,11.149680039701519,AERO_DEFENSE,-0.29356425397811653,6.189759036396463,13.971836992770958,1,0
BA,2025-11-24,THE BOEING COMPANY,1,310829.0,310829.0,877228171.45,99219839.62369862,26629486.89,91,20,1.923671369010856,-27.633249404203053,-28.36144912872195,-4.57002279811438,4,2025-11-24,40.771550228949984,40,17.239842409893757,1,1.2854975594422904,0,136589153279.97272,11.13541621283241,AERO_DEFENSE,0.007465741685864669,6.201203176872238,13.909440491076104,1,0
BA,2025-11-28,THE BOEING COMPANY,1,53241552.5,53241552.5,5313517703.570001,166945153.30473685,27918598.71,124,20,1.5121760362511938,-23.66452682487437,-27.720322639606543,-5.421803992327104,8,2025-11-28,33.412695183325056,37,15.148150731646815,1,1.6267083706702057,0,142077043486.78363,11.152523911196807,AERO_DEFENSE,0.3084957373498458,6.22173399494581,14.007222180585138,1,0
BA,2025-12-08,THE BOEING COMPANY,1,307986.6,307986.6,5313517703.570001,157281603.76902437,27918598.71,116,18,2.7109181826882978,-8.75477196726987,-12.064560246571808,-6.056899235952204,15,2025-12-08,22.24268612678206,31,9.119114349630664,1,1.5189580257149904,0,153455673570.59454,11.185982949821291,AERO_DEFENSE,0.5814970094135836,6.22173399494581,14.022681444966247,1,0
BA,2025-12-09,THE BOEING COMPANY,4,-255519.86,464051.86,5313517703.570001,155339822.01819277,26629486.89,124,19,2.803092927336038,-10.763567542629282,-13.622912384327934,-5.922641195037219,15,2025-12-09,25.8421919654253,30,9.377655838107124,1,1.509517996013484,0,156784895431.8382,11.19530422067891,AERO_DEFENSE,0.5814970094135836,6.201203176872238,13.995131660788275,1,0
BA,2025-12-31,THE BOEING COMPANY,1,9477651.5,9477651.5,5313517703.570001,170232781.35,42024056.0,235,20,1.2806803060065173,-3.022968246002,-14.260785997147597,-2.907013894600501,31,2025-12-31,16.133934951679564,15,9.096352452172908,0,0.9819052252209745,0,171101069654.5,11.233252724582567,AERO_DEFENSE,0.8967674441921749,6.399338345074802,14.125338145652782,1,0
BA,2026-01-05,THE BOEING COMPANY,1,59000.0,59000.0,5313517703.570001,168643368.15704083,39175501.555,204,16,1.5736681629106126,-1.2253074623024052,-11.988086259616116,-2.420546925239116,35,2026-01-05,10.529079252863127,13,0.4734150738345377,0,1.075623786204184,0,178360143552.53137,11.25129781321809,AERO_DEFENSE,0.9494737947081779,6.368854943900822,14.1005625907259,1,0
BA,2026-01-06,THE BOEING COMPANY,1,15845.49,15845.49,5313517703.570001,166945580.0058586,36326947.11,206,17,1.5671309415997887,3.026062110967831,-11.489674467828658,-2.317549768808379,36,2026-01-06,9.70675161593526,12,-4.068043418770784,0,1.1322779845536393,0,178642049683.00012,11.25198369305101,AERO_DEFENSE,0.9617082511251895,6.336069280157949,14.074512760134555,1,0
BA,2026-01-15,THE BOEING COMPANY,3,16079405.48,17579407.48,5313517703.570001,160046457.31542057,32603065.17,189,19,1.5313103370798942,10.836647987361856,-2.9792255153228364,-0.9558481170403956,42,2026-01-15,1.780087311510936,5,-9.46153302723368,0,0.8405144341401427,0,189980918138.71875,11.27870998219899,AERO_DEFENSE,1.0286550407558028,6.289098810639085,14.065654397180689,1,0
BA,2026-01-20,BELL BOEING JOINT PROJECT OFFICE,1,30015330.36,30015330.36,5313517703.570001,159984946.98770645,32920977.86,115,17,1.528207319047964,13.199431331297884,2.8644054982589484,-0.2768642390639947,44,2026-01-20,1.265057789752766,3,-7.168677150006275,0,0.8934548604983558,0,193951083198.37482,11.287692209436273,AERO_DEFENSE,1.0488584268440897,6.29331310524045,14.095149579561767,1,0
BA,2026-01-22,THE BOEING COMPANY,1,1180669.0,1180669.0,5313517703.570001,158759275.61108112,36326947.11,126,18,1.461244498081932,11.547686618384413,3.702218677732173,0.1643531018263468,46,2026-01-22,0.2943360342055223,1,-13.408379230276314,0,0.7630844323726594,0,195822634973.37518,11.29186289010184,AERO_DEFENSE,1.0681635820394764,6.336069280157949,14.134020886867251,1,0
BA,2026-02-09,THE BOEING COMPANY,1,200000.0,200000.0,5313517703.570001,155740758.79500002,44658725.315,206,19,1.4247794286355764,23.45385707697034,-3.199815319107402,1.0709671328477,60,2026-02-09,0.0,0,-8.986148865941711,0,0.8386326368981744,0,190862903782.20435,11.280721526883832,AERO_DEFENSE,1.183557000741546,6.425746701483946,14.19869841368772,1,0
BA,2026-02-18,THE BOEING COMPANY,1,67338.0,67338.0,5313517703.570001,149447672.20742187,39175501.555,221,19,1.461011825786283,24.787855864273965,-5.239335130564005,1.1342347283718492,65,2026-02-18,0.6989551244830583,59,-10.14522704450409,0,0.9506942414862676,0,191656100035.1239,11.282522646545933,AERO_DEFENSE,1.2183191070007577,6.368854943900822,14.141679953091813,1,0
BA,2026-02-20,THE BOEING COMPANY,1,61548900.0,61548900.0,5313517703.570001,148239110.10153848,39175501.555,222,20,1.506289990789596,24.19879022671847,-8.600867839454462,1.0822388649016446,67,2026-02-20,3.693491087060008,57,-5.796662939707032,0,1.004271864852179,0,183543475078.8761,11.26373895006252,AERO_DEFENSE,1.2314805530587287,6.368854943900822,14.133607135794355,1,0
BA,2026-02-25,THE BOEING COMPANY,2,81763193.44,81763193.44,5313517703.570001,145779364.20834586,42024056.0,208,20,1.5146922526540014,20.95672821973087,-9.162302214939434,0.967366561987674,70,2026-02-25,4.445218556187092,54,0.5730127026967846,0,0.9839677400415244,0,183292158256.10217,11.263143885044304,AERO_DEFENSE,1.2505037903721592,6.399338345074802,14.152179826102433,1,0
BA,2026-02-27,THE BOEING COMPANY,2,32029488.11,32029488.11,5313517703.570001,145058871.16274074,43300806.45,205,20,1.3474570388866425,20.88735349205846,-7.500745350486837,0.8058337293262747,72,2026-02-27,5.744300705111249,52,-1.9426001813645175,0,0.916273732785059,0,180166480169.38696,11.255673994014913,AERO_DEFENSE,1.2627382467891708,6.412336363438922,14.173372031575113,1,0
BA,2026-03-02,THE BOEING COMPANY,2,1505532.05,1505532.05,5313517703.570001,156113058.75992647,44658725.315,153,18,1.3698584045395723,10.851706561611696,-6.918015525145749,0.745659602605883,73,2026-03-02,4.727082941884375,51,-3.2471517957237794,0,0.7636193315912072,0,178690023794.20435,11.252100306663063,AERO_DEFENSE,1.2687286104783582,6.425746701483946,14.176227717070239,1,0
BA,2026-03-03,THE BOEING COMPANY,2,62324884.0,62324884.0,5313517703.570001,154983013.38905108,43300806.45,161,19,1.4687538291645048,10.881281594547977,-7.565792249354852,0.6886856504002125,74,2026-03-03,7.353208703092773,50,-3.841692306770572,0,0.8757067210480479,0,180425646149.08044,11.256298269289072,AERO_DEFENSE,1.2746374700888785,6.412336363438922,14.159953168269759,1,0
BA,2026-03-06,THE BOEING COMPANY,2,47903592.78,47903592.78,5313517703.570001,152895735.2925,43611307.935,173,20,1.8320884903680168,13.397457690231429,4.1613612390934085,0.590447366972262,76,2026-03-06,4.106272107698228,47,-7.256286715491356,0,0.7859921510420307,0,174394174220.4087,11.241531972877576,AERO_DEFENSE,1.2862193426386936,6.415439490229204,14.226867502743298,1,0
BA,2026-03-11,THE BOEING COMPANY,1,4000000.0,4000000.0,5313517703.570001,150740406.73601398,43921809.42,180,21,1.906157655769448,8.244435108949776,-3.437126668247914,0.4748901391474128,79,2026-03-11,12.377393388390413,44,-4.3437658975410525,0,0.700705563148504,0,171125415609.6292,11.233314515907566,AERO_DEFENSE,1.3030328416483437,6.41852060172705,14.192206351866972,1,0
BA,2026-03-16,THE BOEING COMPANY,1,-4320659.76,4320659.76,5313517703.570001,150242128.70273975,44969226.8,160,19,2.127739225755604,4.428538011427962,0.0257925711771411,0.3575936002890876,82,2026-03-16,12.70904798223298,41,-1.850375661992132,0,0.753101853173835,0,164940826064.9588,11.217328165288073,AERO_DEFENSE,1.319219602741619,6.4287557989328965,14.223979042207286,1,0
BA,2026-03-24,THE BOEING COMPANY,1,-229280.53,229280.53,5313517703.570001,149776292.1249342,43611307.935,192,21,2.212647645692438,-4.83521406898182,-7.600055604065681,-0.149621130435883,88,2026-03-24,22.49262210896168,35,18.87282744618193,1,0.8614141389042045,0,155919338695.2472,11.192899984128973,AERO_DEFENSE,1.349888422508071,6.415439490229204,14.184202064800996,1,0
BA,2026-03-31,THE BOEING COMPANY,3,56929915.63,56929915.63,5313517703.570001,148275229.17617834,46016644.18,188,21,2.637162305746102,-8.072439032953504,-8.020849262841413,-0.6955209931492202,93,2026-03-31,20.88630235601592,30,16.962264338991528,1,1.0293781945809068,0,148689575005.4532,11.172280520127067,AERO_DEFENSE,1.3738886989118373,6.438755322583223,14.212805478016874,1,0
BA,2026-04-03,THE BOEING COMPANY,1,28755187.7,28755187.7,5313517703.570001,152783713.3355625,47532117.96,231,22,2.780983808173348,-4.464591156419006,-1.8741400074085424,-1.0102740589252377,95,2026-04-06,13.330194368795368,27,8.492698313763668,0,0.9640968142329086,0,163628467790.0824,11.213858863691055,AERO_DEFENSE,1.38312935564675,6.452827544789223,14.241207612019256,1,0
BA,2026-04-06,THE BOEING COMPANY,1,-44386.27,44386.27,5313517703.570001,152167641.97701862,49036350.400000006,214,20,2.6432101454141725,-2.751172522066992,-0.7345501079198069,-1.1316711895033,95,2026-04-06,13.330194368795368,27,8.492698313763668,0,1.014218434132807,0,163628467790.0824,11.213858863691055,AERO_DEFENSE,1.38312935564675,6.466358518281245,14.25845168551847,1,0
BAH,2025-09-02,BOOZ ALLEN HAMILTON INC,2,562447.88,562447.88,109367172.68,43579786.96,40011362.3,220,14,1.1613915049386565,0.6209668105591426,-14.776973099385462,,0,2025-09-02,0.0,0,-12.052772498173423,0,0.7973262581661421,0,13112587977.333069,10.11768841505802,AERO_DEFENSE,,6.378023716966281,14.345726474004168,1,0
BAH,2025-09-03,BOOZ ALLEN HAMILTON INC,3,1592986.69,1593060.03,109367172.68,42096533.92733334,33025846.72,234,15,1.340347226780805,-3.289002091740656,-19.17480567613471,,0,2025-09-03,0.0,0,-8.752988196787015,0,0.8134580558221913,0,13276615628.631592,10.123087382175761,AERO_DEFENSE,,6.294694339466702,14.240326011048035,1,0
BAH,2025-09-05,BOOZ ALLEN HAMILTON INC,1,268493.38,268493.38,109367172.68,41553484.28235294,33025846.72,270,17,1.5006479194504805,-4.785269266718428,-23.46308371901984,,0,2025-09-05,2.1181114993545247,5,-5.335847462244692,0,0.8967263414227451,0,12874920445.3125,10.109744554197226,AERO_DEFENSE,,6.294694339466702,14.224244283395501,1,0
BAH,2025-09-21,BOOZ ALLEN HAMILTON INC,1,-84.74,84.74,150967068.51999998,46098149.89517241,51723240.45,378,21,1.4882725846187397,-8.33401974134642,-22.095243429866173,-5.587263096543158,0,2025-09-22,4.25893664792476,11,-10.811418521024985,0,1.5989776424229631,0,12318950270.916107,10.090573702067699,AERO_DEFENSE,,6.489526104069033,14.428402734545795,1,0
BAH,2025-10-17,BOOZ ALLEN HAMILTON INC,1,2155365.0,2155365.0,150967068.51999998,41471903.38531915,44399282.13999999,302,21,1.5777058922700735,-19.429360897597704,-37.92118695527221,-5.261873713461369,0,2025-10-17,4.959291128135512,66,-18.44800601955161,0,0.901169876755456,0,11732793090.895172,10.069401411908066,AERO_DEFENSE,,6.423216326928376,14.294453697804416,1,0
BAH,2025-11-10,BOOZ ALLEN HAMILTON INC,1,-485718.0,485718.0,150967068.51999998,32384557.45793651,14505403.72,62,19,3.0333351256862677,-26.342064945453647,-47.58312941977268,-5.979486521660353,0,2025-11-10,17.87180242386983,50,-7.172033386839482,0,1.477128074621763,0,10380551825.675293,10.016220441034179,AERO_DEFENSE,,5.937370199310221,13.840621504676536,1,0
BAH,2025-12-03,BOOZ ALLEN HAMILTON INC,1,425000.0,425000.0,150967068.51999998,26711284.892375004,11906938.11,99,22,1.402828494638317,-24.931920405606945,-32.19638368197104,-7.666924126464727,11,2025-12-03,23.93018338935329,34,0.5307850941491221,1,1.1613145765225554,0,9911209713.318512,9.9961266655605,AERO_DEFENSE,0.4467984355161272,5.851640474804092,13.845454431088767,1,0
BAH,2025-12-23,BOOZ ALLEN HAMILTON INC,1,57797.22,57797.22,150967068.51999998,26928835.087553192,12244705.8,187,20,2.736234999570065,-17.80175985100719,-32.03608856748856,-5.172560299628834,25,2025-12-23,20.767867276496755,20,-9.22414659199524,1,0.8052882753827972,0,10500006356.289375,10.021189561974754,AERO_DEFENSE,0.80334575902994,5.863788733469876,13.819182048880005,1,0
BAH,2025-12-29,BOOZ ALLEN HAMILTON INC,1,3653786.03,3653786.03,150967068.51999998,26527617.63510417,12244705.8,171,18,2.623864457089788,-19.992222602230115,-30.398100408939165,-4.556271252091793,30,2025-12-29,20.101027996673597,17,-8.802036684229597,1,0.6523481229396983,0,10366465004.739342,10.015630685929608,AERO_DEFENSE,0.8825270050775647,5.863788733469876,13.825835282551711,1,0
BAH,2026-01-05,BOOZ ALLEN HAMILTON INC,2,480000.0,480000.0,150967068.51999998,26187399.179600004,12298801.69,160,17,2.4807558862603005,-15.10494930218972,-24.91695142547319,-4.203549086175793,36,2026-01-05,14.428036893624574,13,-17.237748211684657,0,0.6238491178934427,0,10305764048.466469,10.013080195021809,AERO_DEFENSE,0.9617082511251895,5.86570317740777,13.854310160855666,1,0
BAH,2026-01-08,BOOZ ALLEN HAMILTON INC,2,2673504.0,2673504.0,150967068.51999998,25712553.06718447,12288823.92,190,19,2.5218074849959478,-5.8059703618587815,-23.3226753953673,-3.95013557625228,39,2026-01-08,8.501382382709565,10,-17.652935129948577,0,0.5938145036159335,0,10957689535.511063,10.039718991396695,AERO_DEFENSE,0.9964703573844014,5.865350700047061,13.856101309347151,1,0
BAH,2026-01-09,BOOZ ALLEN HAMILTON INC,2,3548769.0,3548769.0,150967068.51999998,25737455.976730768,12298801.69,194,19,2.490819694906072,-6.127607302649762,-22.02134317749669,-3.874753763041839,40,2026-01-09,6.2902967846968805,9,-18.859599885774603,0,0.5919514805044058,0,11438439529.466614,10.058366780578767,AERO_DEFENSE,1.0074657416858648,5.86570317740777,13.854746740310967,1,0
BAH,2026-01-26,BOOZ ALLEN HAMILTON INC,2,-138975.33000000002,138975.33000000002,179531780.78999996,28057548.774122804,12873935.84,198,18,3.1202764466981203,9.381167503183963,-25.11343073709877,-2.6325314108652136,48,2026-01-26,0.0,0,-14.169729307087795,0,0.9077065409913057,0,12143583185.93441,10.084346852165101,AERO_DEFENSE,1.0866469877334894,5.885551718950865,13.879401198054847,1,0
BAH,2026-02-25,BOOZ ALLEN HAMILTON INC,2,1434371.98,1434371.98,179531780.78999996,26776356.117555555,13370330.1,313,21,3.668573973573442,-11.372660319697236,-36.92951994138623,-3.088520968131253,71,2026-02-25,11.942478527285893,28,-15.075566678449547,0,0.8345024443480344,0,9060764908.728699,9.957164862314526,AERO_DEFENSE,1.2566640990769775,5.901982508239747,13.86313467801046,1,0
BAH,2026-03-03,BOOZ ALLEN HAMILTON INC,1,1394286.87,1394286.87,179531780.78999996,27090299.47283688,13370330.1,235,22,3.963797132378649,-3.0293265012955595,-27.31464209864243,-3.670381410277876,75,2026-03-03,6.161618857620099,24,-17.565696089074244,0,0.8601997133725011,0,9313317374.61428,9.969104402879235,AERO_DEFENSE,1.2804670137496024,5.901982508239747,13.911185402606234,1,0
BAH,2026-03-04,BOOZ ALLEN HAMILTON INC,2,8967040.2,8967040.2,179531780.78999996,27392919.16316901,13435351.805,252,23,3.807958738051484,-10.332391517982032,-28.121437262999937,-3.739599423484004,76,2026-03-04,7.313334975679253,23,-18.265952511087058,0,0.8093242762424881,0,9479690377.04113,9.9767941527665,AERO_DEFENSE,1.2862193426386936,5.904089421480732,13.899434470457317,1,0
BAH,2026-03-11,BOOZ ALLEN HAMILTON INC,3,1815268.55,4020852.55,179531780.78999996,27395001.28884354,13500373.51,265,23,3.747654241179442,-17.351088995938113,-27.3658307108678,-3.921839945346133,80,2026-03-11,10.718979190148216,18,-12.607297239709837,0,0.7950566792863216,0,9278606189.05365,9.96748274239712,AERO_DEFENSE,1.3084957373498458,5.906186162682681,13.907227891302227,1,0
BAH,2026-03-16,BOOZ ALLEN HAMILTON INC,1,1453088.5,1453088.5,179531780.78999996,27471648.4058,13542509.53,243,21,2.8314224687742846,-9.45303973262418,-23.623362944846463,-4.015918349021327,83,2026-03-16,10.98204326022103,15,-2.6648070506315125,0,0.6295530159534831,0,9368375735.107277,9.971664300553995,AERO_DEFENSE,1.3244838427339762,5.907539528428266,13.928393524457544,1,0
BAH,2026-03-17,BOOZ ALLEN HAMILTON INC,1,130298.0,130298.0,179531780.78999996,27467477.66596026,13584645.55,253,22,2.741279274402026,-10.420040348613648,-21.89412541641846,-4.102548090724773,84,2026-03-17,9.024886959912394,14,-8.326771473031647,0,0.7240851156045058,0,9067946914.042831,9.957508968996855,AERO_DEFENSE,1.3296850364197839,5.908888689859922,13.943653666147855,1,0
BAH,2026-03-23,BOOZ ALLEN HAMILTON INC,2,1120978.0,1120978.0,179531780.78999996,27404790.30967742,13878971.8,254,22,2.4695783545975294,-0.4157142080762126,-17.3632208423247,-4.052932487396521,88,2026-03-23,5.231538581425732,10,-9.322268379643615,0,0.6806187373872715,0,9569459923.094757,9.980887427950469,AERO_DEFENSE,1.349888422508071,5.918197671894679,13.973536317850687,1,0
