ticker,award_date,company,transaction_amount_abs_sum,peak_pct,prior_response_count_60d,pre_volatility_market_20d,relative_strength_spy_120d,prior_abs_award_max,prior_signed_award_mean,prior_abs_award_median,prior_response_mean_20d,transaction_amount_abs_sum,prior_transactions_30d,relative_strength_spy_60d,prior_award_days_30d,award_to_market_cap,log10_award_to_market_cap,log10_market_cap_before,award_to_ltm_revenue,market_cap_before,ltm_revenue_before
BAH,2025-11-16,BOOZ ALLEN HAMILTON INC,100000.0,25.18979807766637,0,2.9823245815098534,-37.52149328537783,150967068.51999998,30312514.07632353,13107137.845,-6.481545700444028,100000.0,76,-29.431905223236807,21,9.938705764959294e-06,-5.00267016648119,10.00267016648119,8.5295121119072e-06,10061672250.381744,11724000000.0
BAH,2025-11-17,BOOZ ALLEN HAMILTON INC,150000.0,25.18979807766637,0,2.853058598586721,-34.55141866960837,150967068.51999998,29874651.553478263,12713902.18,-6.481545700444028,150000.0,75,-28.669075657791364,21,1.4902552223230079e-05,-4.826739347591361,10.002830606647043,1.2794268167860798e-05,10065389991.801552,11724000000.0
BAH,2025-11-18,BOOZ ALLEN HAMILTON INC,3271468.8,26.272241248967475,0,2.8487214688611404,-34.6198555452189,150967068.51999998,29634070.38128572,12873935.84,-6.581319753737123,3271468.8,79,-28.56286903540733,22,0.0003299968116275111,-3.481490256180499,9.996233038967883,0.0002790403275332651,9913637601.11937,11724000000.0
BAH,2025-11-19,BOOZ ALLEN HAMILTON INC,1480000.0,27.10432052350744,1,2.841902910382855,-36.07689788927829,150967068.51999998,29273417.835633807,12713902.18,-6.697718536109631,1480000.0,82,-29.57394190880823,23,0.00015058008699681666,-3.8222324562840346,9.992494171678992,0.00012623677925622655,9828656826.525063,11724000000.0
BAH,2025-11-20,BOOZ ALLEN HAMILTON INC,4336053.83,27.94744120240198,2,2.7810014399561798,-32.06039767938423,150967068.51999998,28897563.976805557,12511340.82,-6.84107436839856,4336053.83,79,-28.586544932864317,23,0.0004440715254426109,-3.352547073571685,9.989641738690311,0.000369844236608666,9764314038.550903,11724000000.0
BAH,2025-11-21,BOOZ ALLEN HAMILTON INC,11054658.83,26.55360633538266,3,2.124338187567229,-32.883264349482666,150967068.51999998,28551141.366712328,12308779.46,-7.008479185591668,11054658.83,83,-26.704566331996148,23,0.001139658927271842,-2.943225103195848,9.986770447077133,0.0009429084638348686,9699971250.576744,11724000000.0
BAH,2025-11-24,BOOZ ALLEN HAMILTON INC,200000.0,26.58494264446396,4,1.8050444814028688,-32.7289725640889,150967068.51999998,28322514.138783783,12254683.57,-7.244564750221009,200000.0,85,-29.18753434520659,21,2.039400409181474e-05,-4.690497497897257,9.99152749356124,1.70590242238144e-05,9806803955.691628,11724000000.0
BAH,2025-11-25,BOOZ ALLEN HAMILTON INC,4054713.92,22.211592433145768,5,1.9886157811147291,-31.17557943528304,150967068.51999998,28006012.905066665,12200587.68,-7.480354074960065,4054713.92,95,-29.22992005547962,22,0.0004135616079030105,-3.3834597848313535,9.991420002848749,0.00034584731490958716,9804377008.203629,11724000000.0
BAH,2025-11-26,BOOZ ALLEN HAMILTON INC,115659.2,22.79880482257719,6,1.85175658380252,-32.0838048888844,150967068.51999998,27825890.9225,12254683.57,-7.686781194941754,115659.2,104,-27.37707244187063,23,1.1389129411573377e-05,-4.9435094722510176,10.006689656269199,9.865165472534971e-06,10155227482.310432,11724000000.0
BAH,2025-12-02,BOOZ ALLEN HAMILTON INC,4998.35,25.22048641352095,10,1.3756630526058866,-31.93136020485204,150967068.51999998,27030179.50126582,12163422.8,-7.827555606194976,4998.35,94,-24.520038938955658,21,4.994189407112805e-07,-6.301534990838484,10.000361654342937,4.263348686455135e-07,10008330867.229965,11724000000.0
BAH,2025-12-05,BOOZ ALLEN HAMILTON INC,1474111.05,16.157246130711165,13,1.9610170413565573,-27.289804287533315,150967068.51999998,26805401.17939025,12182005.24,-7.460448102567674,1474111.05,110,-19.243298645870887,22,0.00013853343487043476,-3.858445397521337,10.026975599216392,0.00012573448055271238,10640832311.55484,11724000000.0
BAH,2025-12-09,BOOZ ALLEN HAMILTON INC,719281.01,12.92389171650441,14,2.089330384914565,-25.202944244195063,150967068.51999998,26583364.737142865,12182005.24,-7.323893240001417,719281.01,120,-13.962485058168372,21,6.4865528862031e-05,-4.187986036669271,10.04488463115457,6.135116086659843e-05,11088802058.94738,11724000000.0
BAH,2025-12-11,BOOZ ALLEN HAMILTON INC,3623660.18,8.317445154597891,16,2.0558548989239585,-20.334703675419963,150967068.51999998,26134261.87848838,11906938.11,-7.000642650261937,3623660.18,124,-11.31663836073914,22,0.0003208835471924687,-3.493652550111424,10.052800013710405,0.00030908053394745823,11292757798.599434,11724000000.0
BAH,2025-12-12,BOOZ ALLEN HAMILTON INC,9058851.0,10.185381600453947,17,2.098473441587297,-18.966103731279198,150967068.51999998,26071279.90954024,12163422.8,-6.808014788913149,9058851.0,137,-10.956422773440169,22,0.0007906231110504061,-3.102030494755301,10.05910361119541,0.0007726757932446264,11457862631.873474,11724000000.0
BAH,2025-12-15,BOOZ ALLEN HAMILTON INC,9445.69,11.276811486555928,19,2.101592545805948,-20.73228483579156,150967068.51999998,25975019.42386364,12182005.24,-6.633176662972488,9445.69,136,-12.029425282584128,20,8.386015277240265e-07,-6.076444350754881,10.051678039031492,8.056712726032072e-07,11263621264.363426,11724000000.0
BAH,2025-12-16,BOOZ ALLEN HAMILTON INC,862000.0,19.70724602901001,20,2.671797600206109,-27.605984429194905,150967068.51999998,25716540.77247191,12163422.8,-6.415190261900889,862000.0,142,-15.661696842856232,21,7.728761162493033e-05,-4.111890113249901,10.047397379074614,7.352439440464006e-05,11153145787.234398,11724000000.0
BAH,2025-12-17,BOOZ ALLEN HAMILTON INC,3483655.98,18.11668792088954,21,2.6688184907541275,-24.373387571069884,150967068.51999998,25645720.427444443,12182005.24,-6.136735095960031,3483655.98,152,-12.63630208541804,21,0.0003360111744641796,-3.4736462793737446,10.015681540128275,0.0002971388587512794,10367678948.63977,11724000000.0
BAH,2025-12-18,BOOZ ALLEN HAMILTON INC,412214.29,18.858264355490164,22,2.6682073256491754,-26.23790324353268,150967068.51999998,25663193.93373626,12200587.68,-5.882436544958098,412214.29,167,-15.12158318014808,21,3.923126251752825e-05,-4.406367715434748,10.021490758580452,3.515986779256226e-05,10507290960.004807,11724000000.0
BAH,2025-12-19,BOOZ ALLEN HAMILTON INC,88629.0,19.903820061972976,23,2.672951702341248,-30.451854813955247,150967068.51999998,26486134.16260869,12244705.8,-5.637005247262057,88629.0,179,-15.73689881123884,21,8.487957849112066e-06,-5.071196785791859,10.01877263498412,7.559621289662232e-06,10441734228.130219,11724000000.0
BAH,2025-12-22,BOOZ ALLEN HAMILTON INC,57313508.4,18.198642851750456,24,2.679020762033596,-30.20245467381057,150967068.51999998,26314985.97752688,12200587.68,-5.34509174961552,57313508.4,170,-15.91557291309298,19,0.005537171250972455,-2.2567120446292526,10.01496903888571,0.0048885626407369496,10350683734.033768,11724000000.0
BAH,2025-12-30,BOOZ ALLEN HAMILTON INC,800026.0,20.05870741801974,31,2.60472027042148,-30.4163087267456,150967068.51999998,26389060.05453609,12288823.92,-4.472725821919542,800026.0,179,-20.56576631148599,19,7.741921689377445e-05,-4.1111512259443765,10.014255327277626,6.823831456840669e-05,10333687579.114906,11724000000.0
BAH,2026-01-06,BOOZ ALLEN HAMILTON INC,94852.3,13.538420115210249,37,2.4844131175035136,-24.720044807795404,150967068.51999998,26011483.658217825,12288823.92,-4.109358419192444,94852.3,170,-12.504030887160688,18,8.745371473245053e-06,-5.058221738460421,10.035269604683497,8.090438416922553e-06,10846000114.481606,11724000000.0
BAH,2026-01-12,BOOZ ALLEN HAMILTON INC,649832.93,5.642255509504901,40,2.4753144792662574,-23.690560220879643,150967068.51999998,25571306.13971429,12288823.92,-3.842701696375915,649832.93,168,-3.721243569233623,17,5.56536026463141e-05,-4.254506717065623,10.067308432315471,5.542757847151143e-05,11676385698.330673,11724000000.0
BAH,2026-01-13,BOOZ ALLEN HAMILTON INC,2673000.0,7.260522558294324,41,2.468319429221306,-26.86933541933003,150967068.51999998,25912442.455943394,12298801.69,-3.749540483210976,2673000.0,175,-6.706115814740321,18,0.0002275278545797702,-3.6429654282386035,10.06996438699514,0.00022799385875127943,11748012149.707405,11724000000.0
BAH,2026-01-14,BOOZ ALLEN HAMILTON INC,4636.97,6.102752344908979,41,2.461219997434849,-24.77898730134833,150967068.51999998,25729586.344392523,12288823.92,-3.666439845199069,4636.97,184,-5.293578349306138,19,4.007487491563696e-07,-6.397127824520503,10.063362110652106,3.9551091777550326e-07,11570765996.80336,11724000000.0
BAH,2026-01-15,BOOZ ALLEN HAMILTON INC,1904993.87,5.272378562317703,42,1.760139033545148,-22.38514549787446,150967068.51999998,25825438.753240734,12298801.69,-3.595189755025197,1904993.87,195,-6.595477959305651,19,0.00016286141853768586,-3.788181786782489,10.068075369298349,0.00016248668287273968,11697023684.95082,11724000000.0
BAH,2026-01-16,BOOZ ALLEN HAMILTON INC,7294841.0,4.958932223496881,43,1.7541808563843275,-17.236902384768662,179531780.78999996,27232340.32770642,12308779.46,-3.5233481241972324,7294841.0,196,-5.931727014580945,19,0.0006187685246206414,-3.2084717860056955,10.07148761635783,0.0006222143466393722,11789289063.26056,11724000000.0
BAH,2026-01-20,BOOZ ALLEN HAMILTON INC,15783525.03,9.38369098541716,44,2.026216994103332,-19.906228153346195,179531780.78999996,27187429.023636363,12511340.82,-3.238513779474157,15783525.03,164,-6.489445533741678,17,0.0013348158506321485,-2.874578644839237,10.072782648155739,0.0013462576791197544,11824496257.31157,11724000000.0
BAH,2026-01-21,BOOZ ALLEN HAMILTON INC,6226976.42,6.968725802950981,45,2.0407199974880528,-18.7018837429055,179531780.78999996,27359927.104954954,12713902.18,-3.065166292131137,6226976.42,183,-6.411854055535094,18,0.0005488172785859352,-3.2605722240571353,10.054849445217226,0.0005311307079495053,11346174151.156876,11724000000.0
BAH,2026-01-22,BOOZ ALLEN HAMILTON INC,6513143.92,6.756481203404041,46,2.0323690324474755,-19.37583533913053,179531780.78999996,27989329.55348214,12873935.84,-2.937699497515902,6513143.92,186,3.4264146884736446,18,0.0005613651469039146,-3.250754554610704,10.064545229433222,0.0005555393995223474,11602330418.840225,11724000000.0
BAH,2026-01-23,BOOZ ALLEN HAMILTON INC,907028.32,0.0,47,2.3646958662294786,-17.226780642324513,179531780.78999996,28267388.24654867,13033969.5,-2.776085461579578,907028.32,189,18.041224909168395,18,7.802127546923788e-05,-4.107786954245657,10.065407801424515,7.763659334075152e-05,11625397233.57409,11683000000.0
BAH,2026-01-27,BOOZ ALLEN HAMILTON INC,744156.0,1.719522381223615,49,3.329684254674956,-30.099617632119543,179531780.78999996,27851320.37217391,12713902.18,-2.386211355616533,744156.0,209,7.358567277258365,19,6.669467779927909e-05,-4.1759088211753035,10.047572808921926,6.36956261234272e-05,11157651922.98513,11683000000.0
BAH,2026-01-28,BOOZ ALLEN HAMILTON INC,18763003.06,0.0,50,3.3412140108733155,-28.154455902322063,179531780.78999996,27852358.01689655,12873935.84,-2.386211355616533,18763003.06,226,8.125255707648172,20,0.0017636800166666979,-2.753580205826386,10.026882555221789,0.0016060089925532825,10638552845.57882,11683000000.0
BAH,2026-01-29,BOOZ ALLEN HAMILTON INC,5690346.07,1.5778166055966605,51,3.4074638332839897,-29.388502436549143,179531780.78999996,28079263.30128205,13033969.5,-2.386211355616533,5690346.07,243,0.4134325413870154,20,0.0005258378574691591,-3.279148150260659,10.034286829963458,0.00048706206197038436,10821484206.914001,11683000000.0
BAH,2026-01-30,BOOZ ALLEN HAMILTON INC,24324201.86,1.933945070819698,52,3.399281107070652,-28.190749159683868,179531780.78999996,28116918.698983047,13202149.8,-2.3104854531359567,24324201.86,260,2.532949717744981,20,0.002307807817408557,-2.6368003598638405,10.022838958712365,0.0020820167645296582,10539959903.296326,11683000000.0
BAH,2026-02-02,BOOZ ALLEN HAMILTON INC,37898.0,3.005708998803392,53,3.4110193144675693,-28.912968039034293,179531780.78999996,28629386.88218487,13370330.1,-2.2142396105332893,37898.0,301,-0.2311968602721315,19,3.6082558961204014e-06,-5.442702670040258,10.021318961489001,3.243858597962852e-06,10503135334.926758,11683000000.0
BAH,2026-02-04,BOOZ ALLEN HAMILTON INC,3985819.83,5.98540999615822,55,3.44337463919918,-29.95373502576987,179531780.78999996,28202876.224049583,13033969.5,-2.0784261457172604,3985819.83,310,-2.637561391575028,21,0.00040426962037732,-3.3933288933391257,9.993846556844272,0.00034116407001626294,9859310789.368454,11683000000.0
BAH,2026-02-05,BOOZ ALLEN HAMILTON INC,272017.28,6.637484545911665,56,3.4425100553466805,-27.003624463696173,179531780.78999996,28094086.308688525,13202149.8,-2.0784261457172604,272017.28,319,-4.00461929088446,21,2.6928042566245115e-05,-4.5697952148608705,10.00439170849167,2.328317041855688e-05,10101635844.150795,11683000000.0
BAH,2026-02-06,BOOZ ALLEN HAMILTON INC,317195.56,1.2582826060964614,57,3.5138657398658157,-25.99126077571808,179531780.78999996,27927012.31934959,13033969.5,-2.026896161499607,317195.56,314,0.9824373445865398,21,3.159360320326659e-05,-4.50040084063306,10.001727940208653,2.715018060429684e-05,10039866550.175697,11683000000.0
BAH,2026-02-09,BOOZ ALLEN HAMILTON INC,360000.0,0.0,58,3.49021464332024,-25.28338890429416,179531780.78999996,27805743.668387093,13202149.8,-2.077090097282455,360000.0,296,2.2915049152838263,19,3.4048283764559576e-05,-4.467904774217163,10.02420727498445,3.081400325258923e-05,10573220150.811813,11683000000.0
BAH,2026-02-10,BOOZ ALLEN HAMILTON INC,679195.42,0.0,59,3.484163148978033,-26.215725290542117,179531780.78999996,27644484.178799994,13033969.5,-2.1111685656607646,679195.42,307,5.129349832260854,20,6.34390858828397e-05,-4.197643083554556,10.02963783223416,5.813536078062142e-05,10706261140.873764,11683000000.0
BAH,2026-02-11,BOOZ ALLEN HAMILTON INC,254369.99,6.180488170442233,60,4.2622210106100304,-35.51955247605082,179531780.78999996,27678549.32809523,13202149.8,-2.152413612909024,254369.99,317,-7.894224047418186,21,2.380653731057074e-05,-4.623303768655308,10.028769641566495,2.177266027561414e-05,10684879816.060143,11683000000.0
BAH,2026-02-12,BOOZ ALLEN HAMILTON INC,573432.64,8.714770980375075,61,4.251157091721225,-35.82332819796859,179531780.78999996,27485314.8931496,13033969.5,-2.184886684367995,573432.64,322,-7.696157976737417,21,6.050140833436461e-05,-4.218234515847953,9.976716925366071,4.9082653428057866e-05,9478004823.142143,11683000000.0
BAH,2026-02-13,BOOZ ALLEN HAMILTON INC,723568.14,6.001001848351084,62,4.307737039852583,-33.06939857872045,179531780.78999996,27340654.55828125,12873935.84,-2.22398575148431,723568.14,324,-4.8427621923935575,21,7.816391538493702e-05,-4.106993694075836,9.966473129921415,6.19334194984165e-05,9257061093.173424,11683000000.0
BAH,2026-02-17,BOOZ ALLEN HAMILTON INC,173578.86000000002,10.023559450546385,64,4.341496736288712,-36.07122681704487,179531780.78999996,27303885.294341087,13033969.5,-2.4004657833929617,173578.86000000002,299,-8.64288603827692,19,1.828290137303608e-05,-4.737954883530334,9.977451715290183,1.485738765727981e-05,9494054387.669395,11683000000.0
BAH,2026-02-18,BOOZ ALLEN HAMILTON INC,5373290.44,7.395572204114864,65,4.3505208909695146,-34.97487050719964,179531780.78999996,27239570.84946154,13202149.8,-2.555255906590635,5373290.44,316,-5.794777569726839,20,0.000587441090909066,-3.231035678291751,9.961275994215045,0.0004599238585979629,9146943452.12526,11683000000.0
BAH,2026-02-19,BOOZ ALLEN HAMILTON INC,91106.85,5.178880232132355,66,4.345182766667375,-33.26437590899862,179531780.78999996,27188233.75152672,13370330.1,-2.694164673668112,91106.85,325,-4.392959534634588,21,9.722450088191858e-06,-5.012224277697448,9.971775308955424,7.798241033980998e-06,9370770656.940826,11683000000.0
BAH,2026-02-20,BOOZ ALLEN HAMILTON INC,15134860.64,8.897805271617143,67,4.378268499436845,-34.48974219735036,179531780.78999996,27011537.03166667,13202149.8,-2.8600495802933303,15134860.64,319,-8.612216125156547,21,0.0015817771007877437,-2.8008547159826143,9.980833142361586,0.0012954601249679021,9568263842.27124,11683000000.0
BAH,2026-02-23,BOOZ ALLEN HAMILTON INC,1697141.6,13.22380802386256,69,4.024201175422702,-37.1180125548286,179531780.78999996,27005413.84142857,13370330.1,-2.8600495802933303,1697141.6,283,-9.691284327840457,19,0.00018364348288448057,-3.736024479230089,9.965742558161272,0.00014526590772917915,9241501921.783813,11683000000.0
BAH,2026-02-24,BOOZ ALLEN HAMILTON INC,4204758.62,11.070013054437911,70,3.7698057224319577,-38.22054461970772,179531780.78999996,26822502.033059705,13202149.8,-2.974756295037256,4204758.62,291,-10.941019380176918,20,0.0004730609957914691,-3.325082858357788,9.94882392793026,0.00035990401609175724,8888406901.873405,11683000000.0
BAH,2026-02-26,BOOZ ALLEN HAMILTON INC,22020399.44,5.403032801450225,72,3.954779287663663,-28.40073824701433,179531780.78999996,27024801.03360294,13435351.805,-3.2271733868510952,22020399.44,317,-4.85499008441288,21,0.0024493927374657524,-2.610941574189567,9.953766766800525,0.001884824055465206,8990146456.78392,11683000000.0
BAH,2026-02-27,BOOZ ALLEN HAMILTON INC,6798105.78,6.659891555313213,73,3.9285990888119584,-28.553292797336503,179531780.78999996,27417218.636204377,13500373.51,-3.434002842594197,6798105.78,319,-4.788286620156745,21,0.0007119989283461142,-3.1475206600340977,9.979908578050024,0.0005818801489343491,9547915747.276703,11683000000.0
BAH,2026-02-28,BOOZ ALLEN HAMILTON INC,5996467.38,8.058088886654048,74,3.9285990888119584,-28.553292797336503,179531780.78999996,27509804.14065217,13542509.53,-3.434002842594197,5996467.38,307,-4.788286620156745,21,0.0006355283492777754,-3.1968650719230367,9.974760547440896,0.0005132643481982368,9435405024.519333,11683000000.0
BAH,2026-03-05,BOOZ ALLEN HAMILTON INC,139120.0,5.363405276624822,77,3.7881992868607455,-26.25066841198681,179531780.78999996,27735639.62461539,13500373.51,-3.7967187598293233,139120.0,257,-8.291614379171975,23,1.4834795894084059e-05,-4.828718424586965,9.97210799358162,1.190790036805615e-05,9377951742.192787,11683000000.0
BAH,2026-03-09,BOOZ ALLEN HAMILTON INC,230645.44,3.25433115515752,78,3.625798206335789,-21.94132107057761,179531780.78999996,27635324.21365517,13584645.55,-3.9011353936558586,230645.44,239,-8.960804040548487,21,2.3531250554184773e-05,-4.628354991891131,9.99129986465543,1.9741970384319095e-05,9801665214.047974,11683000000.0
BAH,2026-03-10,BOOZ ALLEN HAMILTON INC,222675.85,8.462333263260602,79,3.736577519653676,-25.979596494137425,179531780.78999996,27529168.057739723,13542509.53,-3.909244017408748,222675.85,253,-14.807242653785492,22,2.2846501799647666e-05,-4.641180288610128,9.988853407393337,1.905981768381409e-05,9746605933.492805,11683000000.0
BAH,2026-03-12,BOOZ ALLEN HAMILTON INC,1920057.22,9.039026666505844,81,2.831367379788733,-23.87658839107125,179531780.78999996,27590440.55797297,13542509.53,-3.909244077843332,1920057.22,266,-14.241201458086506,23,0.0002112392219393406,-3.6752254408241094,9.95853961221514,0.000164346248395104,9089492009.923058,11683000000.0
BAH,2026-03-13,BOOZ ALLEN HAMILTON INC,14468891.0,7.423026696544577,82,2.8016558113777266,-22.36008597384656,179531780.78999996,27446147.058791943,13500373.51,-3.940766292795977,14468891.0,272,-11.732217375078724,23,0.0015676731706597193,-2.804744474160421,9.965179719098542,0.0012384568175982196,9229532832.989098,11683000000.0
BAH,2026-03-18,BOOZ ALLEN HAMILTON INC,4225774.71,6.89040801652212,85,2.72261782853589,-19.98581034802456,179531780.78999996,27522761.986842107,13592109.575,-4.0908867493171455,4225774.71,266,-5.913462584506624,23,0.00045779421411428585,-3.3393297005083906,9.96523604016933,0.0003617028768295814,9230729833.874786,11683000000.0
BAH,2026-03-19,BOOZ ALLEN HAMILTON INC,243288.55,4.020782538620149,86,2.752140844191697,-16.50388058794432,179531780.78999996,27437584.99300654,13599573.6,-4.049532293425425,243288.55,277,-1.417936604543224,24,2.584036950823615e-05,-4.587701280373524,9.973822950386005,2.0824150475049216e-05,9415056929.524796,11683000000.0
BAH,2026-03-20,BOOZ ALLEN HAMILTON INC,6012089.22,5.165733989533972,87,2.643149644466813,-16.713484354676243,179531780.78999996,27398826.10681818,13739272.7,-4.05293243653402,6012089.22,275,-1.8202918369222827,24,0.0006214180278132918,-3.206616151682486,9.985641568618341,0.0005146014910553796,9674790480.662338,11683000000.0
BAH,2026-03-24,BOOZ ALLEN HAMILTON INC,1118062.27,6.59228902540967,89,2.4684726464269726,-18.56256514061463,179531780.78999996,27523235.98583333,14097857.015,-4.01470984739591,1118062.27,267,-1.5268281466193088,23,0.00011690961412505146,-3.9321497729290757,9.98061576499852,9.569992895660361e-05,9563475838.728485,11683000000.0
BAH,2026-03-26,BOOZ ALLEN HAMILTON INC,10602612.46,4.668239824235054,91,2.055223852434062,-17.9256863437637,179531780.78999996,27667030.37734177,14403712.08,-3.941866265568138,10602612.46,285,1.052924512479736,24,0.0011056124817898367,-2.9563970669833974,9.981809954622895,0.0009075248189677309,9589808938.151466,11683000000.0
BAH,2026-03-27,BOOZ ALLEN HAMILTON INC,137224.65,7.121923033606081,92,2.1048060852603583,-18.75939412151525,179531780.78999996,28248771.795031447,14490681.930000002,-3.885545826095485,137224.65,282,0.3325864150780395,24,1.4272017427818957e-05,-4.845514632642771,9.982946764402763,1.1745668920653942e-05,9614944116.626587,11683000000.0
BAH,2026-03-31,BOOZ ALLEN HAMILTON INC,23370777.39,7.753430241647541,94,2.0641243559604843,-21.677762074166395,179531780.78999996,28049411.95753087,14494217.4,-3.740606385594048,23370777.39,256,-2.8342725065468315,23,0.002473159063887657,-2.606747950623282,9.975421109338662,0.002000408918086108,9449767195.023254,11683000000.0
BAH,2026-04-01,BOOZ ALLEN HAMILTON INC,6569812.42,4.616143581134713,95,2.157038118573348,-18.704335918379822,179531780.78999996,28204964.278220862,14497752.87,-3.6640561969494896,6569812.42,272,-4.891361984240849,23,0.0007034324341649192,-3.1527776109208343,9.970330580766477,0.0005623395035521698,9339649553.97509,11683000000.0
BAH,2026-04-02,BOOZ ALLEN HAMILTON INC,390371.92,1.1427907774117507,95,2.2498231536720463,-13.72917161198901,179531780.78999996,28125715.144207325,14501578.295,-3.6321870206549622,390371.92,278,-2.028101066356758,23,4.0580331668646094e-05,-4.3916844077394845,9.983162978446119,3.341367114610973e-05,9619732120.169342,11683000000.0
BAH,2026-04-03,BOOZ ALLEN HAMILTON INC,20235882.0,0.442000537739462,95,2.2498231536720463,-13.72917161198901,179531780.78999996,28181048.16406061,14505403.72,-3.608992286099248,20235882.0,276,-2.028101066356758,23,0.0020337397904719385,-2.6917046142408645,9.99782675251553,0.001732079260463922,9950084123.251663,11683000000.0
CACI,2025-08-14,"CACI, INC. - FEDERAL",547298.08,25.941546410564808,0,2.273240461394456,41.910483610247255,20351984.5,11533531.27,15236919.58,,547298.08,17,-6.072928847593139,2,4.938410627350081e-05,-4.306412801447854,10.044636726025828,6.343408025013027e-05,11082474125.76294,8627824000.0
CACI,2025-08-18,"CACI, INC. - FEDERAL",4589338.48,27.09678111794056,0,2.265574497075267,37.43460701913306,54118664.04,20329335.9725,19268849.025,,4589338.48,30,-7.820447270987473,4,0.00042697898316490523,-3.369593501368753,10.031343591003969,0.0005319230526723772,10748394326.068115,8627824000.0
CACI,2025-08-19,"CACI, INC. - FEDERAL",14537227.91,26.93231240747489,0,2.264032755673042,38.8008317135248,54118664.04,18490916.762,18185713.55,,14537227.91,34,-7.503149626724781,5,0.0013594286116842022,-2.866643593788626,10.029125193009813,0.001684924021398675,10693630974.847412,8627824000.0
CACI,2025-08-20,"CACI, INC. - FEDERAL",2236008.0,26.9896974092136,0,2.2605266680945144,35.26919434471471,54118664.04,21773667.291666664,19268849.025,,2236008.0,44,-5.09590463853502,6,0.0002088265916943272,-3.680214199679419,10.029687552717437,0.0002591624493035556,10707486924.23706,8627824000.0
CACI,2025-08-22,"CACI, INC. - FEDERAL",6015150.0,28.363996814994906,0,2.267117465864694,34.88637341771559,54118664.04,22641419.442500003,19268849.025,,6015150.0,63,-2.35387064127508,8,0.0005627298560980772,-3.249700042381692,10.028946504208848,0.0006971804246354585,10689232026.373291,8627824000.0
CACI,2025-08-25,"CACI NSS, LLC",123536.15,27.4664247468283,0,2.1169864743002718,25.29324393420085,68488973.27,24672004.209,19268849.025,,123536.15,72,3.756047951158093,10,1.1667492996088658e-05,-4.933022451146553,10.024816513586066,1.4318343767791276e-05,10588062923.321533,8627824000.0
CACI,2025-08-26,"CACI, INC. - FEDERAL",165855.26,27.90966498820937,0,2.110200237979424,21.829692213585457,68488973.27,22914174.00454545,18185713.55,,165855.26,78,3.094921647682991,11,1.555483144708212e-05,-4.808134690566127,10.027863940028805,1.922330126344719e-05,10662620200.305176,8627824000.0
CACI,2025-08-29,"CACI TECHNOLOGIES, LLC",1727302.19,28.81888792016776,0,2.104066040309068,10.896396826602484,75574748.46,27103168.36214286,21265670.78,,1727302.19,110,4.256958761662167,14,0.0001637182849996463,-3.7859028133737698,10.023271137026176,0.00020020137058892254,10550453726.068115,8627824000.0
CACI,2025-09-03,"CACI, INC. - FEDERAL",1294758.71,31.63701238346017,0,2.18494014513461,10.9974711887312,75574748.46,23277084.92529412,18185713.55,,1294758.71,123,-2.373831791910374,17,0.0001218998828791922,-3.9139967116494194,10.026185552901207,0.00015006781663603707,10621492649.694824,8627824000.0
CACI,2025-09-05,"CACI, INC. - FEDERAL",26161.0,30.249753357255127,0,1.9958994623058384,11.397487921502991,75574748.46,21372668.641578943,18185713.55,,26161.0,139,1.0271023521059697,19,2.5852927533589848e-06,-5.587490271150507,10.00514461195646,3.0321666274138185e-06,10119163474.23706,8627824000.0
CACI,2025-09-08,"CACI, LLC - COMMERCIAL",24689390.79,32.37279315856221,0,1.987875969273716,7.143606931544298,75574748.46,20009108.33619048,14550580.95,,24689390.79,145,-0.774287682826059,21,0.002366069726145093,-2.6259724612153303,10.018482835075757,0.002861601116341733,10434768898.474121,8627824000.0
CACI,2025-09-10,"CACI, INC. - FEDERAL",11109655.83,30.67621692485436,0,1.892252905525842,9.990303241878507,77818546.57000001,23195779.17565217,18185713.55,,11109655.83,170,-1.6805900760250791,23,0.0010522863955830263,-2.9778660443135854,10.023566649298822,0.0012876544340728322,10557635142.51709,8627824000.0
CACI,2025-09-11,"CACI, INC. - FEDERAL",1558622.8,28.853023747914097,0,1.4299915724429773,16.409752691784284,77818546.57000001,24070268.390833333,19268849.025,,1558622.8,184,1.0653663421070316,24,0.00014574379686974794,-3.8364099205659894,10.029150945505059,0.00018065074113704683,10694265097.216797,8627824000.0
CACI,2025-09-12,"CACI NSS, LLC",16648.92,32.15985830825328,0,1.3062365172428845,18.55298232286801,92808563.38,26794001.0688,20351984.5,,16648.92,186,-2.230608131964786,24,1.5350876659120749e-06,-5.813866817753758,10.035252884229541,1.9296777495693e-06,10845582548.608398,8627824000.0
CACI,2025-09-15,"CACI, INC. - FEDERAL",593380.38,33.75954545045452,0,1.3030535296585737,17.8015338725098,92808563.38,25289144.31777778,18185713.55,,593380.38,173,-2.036176413132342,23,5.439841764608223e-05,-4.264413732977732,10.037746915338394,6.87752068192397e-05,10908044860.064697,8627824000.0
CACI,2025-09-16,"CACI, LLC - COMMERCIAL",1316894.8,34.764028943908066,0,1.309649996839369,16.810706214451976,92808563.38,25012576.057857145,17904575.865,1.887974150960292,1316894.8,185,-2.7248732543097223,24,0.00012094640833375151,-3.9174070240693037,10.036958106848605,0.00015263347977427448,10888250574.3042,8627824000.0
