ticker,award_date,company,transaction_amount_abs_sum,peak_pct,prior_response_count_60d,pre_volatility_market_20d,relative_strength_spy_120d,prior_abs_award_max,prior_signed_award_mean,prior_abs_award_median,prior_response_mean_20d,transaction_amount_abs_sum,prior_transactions_30d,relative_strength_spy_60d,prior_award_days_30d,award_to_market_cap,log10_award_to_market_cap,log10_market_cap_before,award_to_ltm_revenue,market_cap_before,ltm_revenue_before
ACN,2026-01-29,ACCENTURE FEDERAL SERVICES LLC,3926899.51,2.1323064221850485,48,2.4684369389745062,-2.335436192448981,186403763.58,16591552.312761905,7854580.189999999,1.6786480505955366,3926899.51,76,2.389111481490458,19,2.3898151562759332e-05,-4.6216356888902945,11.215685476636168,5.552306233516125e-05,164318127269.69714,70725557000.0
ACN,2026-01-30,ACCENTURE FEDERAL SERVICES LLC,418000.0,1.194809116440232,49,2.4765782444638718,0.9957005957085272,186403763.58,16613240.610471696,8041172.779999999,1.6786480505955366,418000.0,80,4.556052470759409,19,2.6335356431488437e-06,-5.579460799380506,11.200637081155541,5.910169077919033e-06,158721983158.81128,70725557000.0
ACN,2026-02-03,ACCENTURE FEDERAL SERVICES LLC,400000.0,0.1824031217456223,50,3.2009234938852584,-6.4993401665703,186403763.58,16856407.76293578,8227765.37,1.5988261055921786,400000.0,88,-4.731591562865656,20,2.4675151130453986e-06,-5.607740178681782,11.209800170009744,5.655664189396203e-06,162106403273.989,70725557000.0
ACN,2026-02-05,ACCENTURE FEDERAL SERVICES LLC,1391772.0,3.116703934027898,52,3.050879323885601,-10.778617410813972,186403763.58,16517603.237207206,7856130.23,1.560920800150168,1391772.0,96,-6.245575545556692,22,9.478741527079775e-06,-5.023249319215234,11.166817414222475,1.9678487650510833e-05,146830884250.17737,70725557000.0
ACN,2026-02-12,ACCENTURE FEDERAL SERVICES LLC,488677.23,0.981754541096036,55,3.031410572374453,-20.38387666704561,186403763.58,16115720.927739132,7854580.189999999,1.06743450217849,488677.23,102,-11.134605529931465,22,3.490217419200465e-06,-5.4571475183078855,11.146169621781041,6.90948577471083e-06,140013406417.51355,70725557000.0
ACN,2026-02-17,ACCENTURE FEDERAL SERVICES LLC,1676127.3,1.6917577589181445,58,3.065767801556265,-21.0169423464976,186403763.58,15809701.935677968,7757269.529999999,0.7146736117239887,1676127.3,88,-12.134424733463325,21,1.2302196828367661e-05,-4.910017328784379,11.134324328513035,2.369903286869837e-05,136246178091.94977,70725557000.0
ACN,2026-02-20,ACCENTURE FEDERAL SERVICES LLC,204000.0,0.0,60,2.888651624670852,-22.78678026838512,186403763.58,15600202.57305785,7854580.189999999,-0.011507243051613,204000.0,103,-19.414721099566957,23,1.5619318583777517e-06,-5.806337916794219,11.115968084220118,2.884388736592064e-06,130607490272.89691,70725557000.0
ACN,2026-02-25,ACCENTURE FEDERAL SERVICES LLC,203277.0,12.271551426189852,63,3.106281269021978,-32.94383810958506,186403763.58,15277100.287177416,7543519.720000001,-0.4297950478189181,203277.0,98,-25.018692765660575,22,1.7005407523307474e-06,-5.769412956027466,11.077501198717853,2.8741661235697304e-06,119536682506.07355,70725557000.0
ACN,2026-02-26,ACCENTURE FEDERAL SERVICES LLC,9750.0,3.67441773145245,63,3.832727198419773,-24.81114484060828,186403763.58,15249635.330479998,7659958.87,-0.6701215805686402,9750.0,102,-18.21084276624666,22,8.379251652099803e-08,-7.076794766319143,11.06579938201768,1.3785681461653247e-07,116358839724.7467,70725557000.0
ACN,2026-02-27,ACCENTURE FEDERAL SERVICES LLC,2563000.0,3.008812686830864,64,3.819743020923706,-24.727819712973663,186403763.58,15167186.737460312,7543519.720000001,-0.9449078194885268,2563000.0,103,-20.06046511246332,22,2.034000732934478e-05,-4.691648894919005,11.10039750110325,3.6238668293556176e-05,126007820867.51404,70725557000.0
ACN,2026-03-02,ACCENTURE FEDERAL SERVICES LLC,124000.0,4.404416402783529,65,3.791670303956364,-25.817330705967944,186403763.58,15206075.0919685,7659958.87,-1.507472683279124,124000.0,87,-22.1148926503558,20,9.77748127579638e-07,-6.009773007063492,11.103194692225728,1.7532558987128232e-06,126822027577.75177,70725557000.0
